user_id,algorithm,mrr,map,ndcg,precision_at_1,precision_at_2,precision_at_3,precision_at_4,precision_at_5,precision_at_10
12,B1-SCSA_PLUS,1.0,0.7857142857142857,0.9011178066338841,1.0,0.5,0.6666666666666666,0.75,0.8,0.7
13,B1-SCSA_PLUS,0.25,0.3277777777777778,0.5249161118977292,0.0,0.0,0.0,0.25,0.4,0.3
15,B1-SCSA_PLUS,0.5,0.5333333333333333,0.6797310500037655,0.0,0.5,0.3333333333333333,0.5,0.6,0.3
16,B1-SCSA_PLUS,1.0,0.6,0.7903864795495061,1.0,0.5,0.3333333333333333,0.25,0.2,0.2
17,B1-SCSA_PLUS,1.0,0.9704861111111112,0.9918291064614978,1.0,1.0,1.0,1.0,1.0,0.8
18,B1-SCSA_PLUS,1.0,0.6666666666666666,0.8315546295836225,1.0,0.5,0.3333333333333333,0.25,0.2,0.2
19,B1-SCSA_PLUS,0.3333333333333333,0.4434920634920635,0.6229291093971973,0.0,0.0,0.3333333333333333,0.25,0.4,0.5
20,B1-SCSA_PLUS,0.25,0.44457671957671957,0.6130049420154863,0.0,0.0,0.0,0.25,0.2,0.6
21,B1-SCSA_PLUS,1.0,0.5777777777777777,0.7920874914199381,1.0,0.5,0.3333333333333333,0.25,0.4,0.3
22,B1-SCSA_PLUS,1.0,0.9765432098765433,0.9937947856332161,1.0,1.0,1.0,1.0,1.0,0.9
23,B1-SCSA_PLUS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,B1-SCSA_PLUS,1.0,0.8329931972789115,0.9414514339412944,1.0,1.0,1.0,0.75,0.6,0.7
25,B1-SCSA_PLUS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9
26,B1-SCSA_PLUS,0.25,0.41349206349206347,0.589023581790248,0.0,0.0,0.0,0.25,0.2,0.5
27,B1-SCSA_PLUS,1.0,0.8843537414965985,0.9610742864774044,1.0,1.0,1.0,0.75,0.8,0.7
28,B1-SCSA_PLUS,0.25,0.26666666666666666,0.48580027541592796,0.0,0.0,0.0,0.25,0.2,0.3
29,B1-SCSA_PLUS,1.0,0.8486394557823128,0.9420189129756219,1.0,1.0,0.6666666666666666,0.75,0.8,0.7
30,B1-SCSA_PLUS,1.0,0.7392857142857142,0.8940043068327738,1.0,1.0,0.6666666666666666,0.5,0.4,0.5
31,B1-SCSA_PLUS,0.5,0.46825396825396826,0.6620727130989752,0.0,0.5,0.3333333333333333,0.5,0.4,0.4
32,B1-SCSA_PLUS,0.5,0.5833333333333333,0.6934264036172708,0.0,0.5,0.6666666666666666,0.5,0.4,0.2
33,B1-SCSA_PLUS,1.0,0.7282312925170068,0.8743604579832848,1.0,0.5,0.6666666666666666,0.5,0.6,0.7
34,B1-SCSA_PLUS,1.0,0.6111111111111112,0.815079870530422,1.0,0.5,0.3333333333333333,0.5,0.4,0.4
35,B1-SCSA_PLUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,B1-SCSA_PLUS,1.0,0.9765432098765433,0.9937947856332161,1.0,1.0,1.0,1.0,1.0,0.9
37,B1-SCSA_PLUS,0.2,0.26666666666666666,0.45560514958746035,0.0,0.0,0.0,0.0,0.2,0.2
38,B1-SCSA_PLUS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,B1-SCSA_PLUS,0.25,0.30357142857142855,0.5065745439910657,0.0,0.0,0.0,0.25,0.2,0.3
40,B1-SCSA_PLUS,1.0,0.7595238095238095,0.8886733622104969,1.0,0.5,0.6666666666666666,0.75,0.6,0.5
41,B1-SCSA_PLUS,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.1
42,B1-SCSA_PLUS,1.0,0.6361111111111111,0.8270433092474515,1.0,0.5,0.3333333333333333,0.5,0.6,0.4
43,B1-SCSA_PLUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,B1-SCSA_PLUS,1.0,0.775,0.910853251331002,1.0,1.0,0.6666666666666666,0.5,0.6,0.4
45,B1-SCSA_PLUS,0.5,0.5833333333333333,0.6934264036172708,0.0,0.5,0.6666666666666666,0.5,0.4,0.2
46,B1-SCSA_PLUS,0.3333333333333333,0.531111111111111,0.6697622278142621,0.0,0.0,0.3333333333333333,0.5,0.6,0.5
47,B1-SCSA_PLUS,0.5,0.7856701940035273,0.8328978515038054,0.0,0.5,0.6666666666666666,0.75,0.8,0.9
48,B1-SCSA_PLUS,1.0,0.6666666666666666,0.8451850618939637,1.0,0.5,0.6666666666666666,0.5,0.4,0.3
49,B1-SCSA_PLUS,1.0,0.9666666666666666,0.9896062251871525,1.0,1.0,1.0,1.0,0.8,0.5
50,B1-SCSA_PLUS,0.5,0.4746031746031746,0.6732446972893747,0.0,0.5,0.3333333333333333,0.5,0.4,0.5
51,B1-SCSA_PLUS,1.0,0.9478458049886621,0.9848330959553522,1.0,1.0,1.0,1.0,1.0,0.7
53,B1-SCSA_PLUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,B1-SCSA_PLUS,1.0,0.8555555555555555,0.9441592263400607,1.0,1.0,0.6666666666666666,0.75,0.8,0.6
55,B1-SCSA_PLUS,1.0,0.9467813051146384,0.9842184869190973,1.0,1.0,1.0,1.0,1.0,0.9
57,B1-SCSA_PLUS,0.3333333333333333,0.4154761904761905,0.5994875209249215,0.0,0.0,0.3333333333333333,0.25,0.4,0.4
58,B1-SCSA_PLUS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,B1-SCSA_PLUS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,B1-SCSA_PLUS,0.5,0.6746031746031745,0.7766628976189615,0.0,0.5,0.6666666666666666,0.75,0.6,0.6
62,B1-SCSA_PLUS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,B1-SCSA_PLUS,0.14285714285714285,0.28154761904761905,0.483639123806428,0.0,0.0,0.0,0.0,0.0,0.4
66,B1-SCSA_PLUS,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.4,0.2
68,B1-SCSA_PLUS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,B1-SCSA_PLUS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,B1-SCSA_PLUS,1.0,0.7947278911564626,0.9262845298966467,1.0,1.0,1.0,0.75,0.6,0.7
72,B1-SCSA_PLUS,0.5,0.7602678571428572,0.8201741356762527,0.0,0.5,0.6666666666666666,0.75,0.8,0.8
73,B1-SCSA_PLUS,0.25,0.43,0.6031171482531633,0.0,0.0,0.0,0.25,0.4,0.5
74,B1-SCSA_PLUS,0.5,0.6231481481481481,0.7588991106880891,0.0,0.5,0.6666666666666666,0.75,0.6,0.6
76,B1-SCSA_PLUS,0.3333333333333333,0.29166666666666663,0.5,0.0,0.0,0.3333333333333333,0.25,0.2,0.2
77,B1-SCSA_PLUS,1.0,0.7916666666666667,0.9219403931203303,1.0,1.0,0.6666666666666666,0.75,0.8,0.7
78,B1-SCSA_PLUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,B1-SCSA_PLUS,1.0,0.6104166666666666,0.8215664107074527,1.0,0.5,0.6666666666666666,0.5,0.4,0.4
81,B1-SCSA_PLUS,1.0,0.9282627865961199,0.9770153702993118,1.0,1.0,1.0,1.0,0.8,0.9
1,B1-SCSA_PLUS_V3,1.0,0.936734693877551,0.9815441540827996,1.0,1.0,1.0,1.0,1.0,0.7
2,B1-SCSA_PLUS_V3,1.0,0.9626543209876544,0.9895948844467957,1.0,1.0,1.0,1.0,1.0,0.9
3,B1-SCSA_PLUS_V3,0.125,0.1625,0.3706656904013186,0.0,0.0,0.0,0.0,0.0,0.2
4,B1-SCSA_PLUS_V3,1.0,0.9472222222222222,0.9851514063429596,1.0,1.0,1.0,1.0,1.0,0.8
5,B1-SCSA_PLUS_V3,1.0,0.9060405643738976,0.9667147927059906,1.0,1.0,1.0,0.75,0.8,0.9
6,B1-SCSA_PLUS_V3,1.0,0.7021825396825396,0.8680270045157376,1.0,0.5,0.6666666666666666,0.75,0.6,0.6
7,B1-SCSA_PLUS_V3,0.3333333333333333,0.5566326530612244,0.694276258299447,0.0,0.0,0.3333333333333333,0.5,0.4,0.7
8,B1-SCSA_PLUS_V3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,B1-SCSA_PLUS_V3,1.0,0.8214285714285714,0.9331394899761785,1.0,1.0,0.6666666666666666,0.75,0.8,0.7
10,B1-SCSA_PLUS_V3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,B1-SCSA_PLUS_V3,0.2,0.24074074074074073,0.45846073882962946,0.0,0.0,0.0,0.0,0.2,0.3
12,B1-SCSA_PLUS_V3,1.0,0.8976190476190476,0.9682087825918937,1.0,1.0,1.0,1.0,0.8,0.7
13,B1-SCSA_PLUS_V3,0.3333333333333333,0.34722222222222215,0.5498407734605131,0.0,0.0,0.3333333333333333,0.25,0.2,0.3
15,B1-SCSA_PLUS_V3,0.3333333333333333,0.35555555555555557,0.55744812840856,0.0,0.0,0.3333333333333333,0.25,0.4,0.3
16,B1-SCSA_PLUS_V3,0.5,0.375,0.5802792108518124,0.0,0.5,0.3333333333333333,0.25,0.2,0.2
17,B1-SCSA_PLUS_V3,1.0,0.8552579365079365,0.95022367789117,1.0,1.0,1.0,0.75,0.8,0.8
18,B1-SCSA_PLUS_V3,1.0,0.6666666666666666,0.8315546295836225,1.0,0.5,0.3333333333333333,0.25,0.2,0.2
19,B1-SCSA_PLUS_V3,0.5,0.5333333333333333,0.7094100882694506,0.0,0.5,0.6666666666666666,0.5,0.4,0.5
20,B1-SCSA_PLUS_V3,0.5,0.7166666666666668,0.7928580195906539,0.0,0.5,0.6666666666666666,0.75,0.8,0.6
21,B1-SCSA_PLUS_V3,0.25,0.33730158730158727,0.5256940434743352,0.0,0.0,0.0,0.25,0.2,0.3
22,B1-SCSA_PLUS_V3,1.0,0.8412257495590829,0.9196461703481416,1.0,0.5,0.6666666666666666,0.75,0.8,0.9
23,B1-SCSA_PLUS_V3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,B1-SCSA_PLUS_V3,1.0,0.804421768707483,0.9268520089309742,1.0,1.0,0.6666666666666666,0.75,0.8,0.7
25,B1-SCSA_PLUS_V3,1.0,0.9467813051146384,0.9842184869190973,1.0,1.0,1.0,1.0,1.0,0.9
26,B1-SCSA_PLUS_V3,1.0,0.8,0.9277589908435726,1.0,1.0,1.0,0.75,0.6,0.5
27,B1-SCSA_PLUS_V3,1.0,0.9325396825396826,0.9799214801447083,1.0,1.0,1.0,1.0,1.0,0.7
28,B1-SCSA_PLUS_V3,1.0,0.6,0.8070380459557518,1.0,0.5,0.3333333333333333,0.5,0.4,0.3
29,B1-SCSA_PLUS_V3,1.0,0.8083900226757369,0.9256850023120645,1.0,1.0,0.6666666666666666,0.75,0.6,0.7
30,B1-SCSA_PLUS_V3,0.5,0.519047619047619,0.7016521873278284,0.0,0.5,0.6666666666666666,0.5,0.4,0.5
31,B1-SCSA_PLUS_V3,1.0,0.6,0.8104089071229301,1.0,0.5,0.3333333333333333,0.5,0.4,0.4
32,B1-SCSA_PLUS_V3,0.125,0.1736111111111111,0.37800210039683896,0.0,0.0,0.0,0.0,0.0,0.2
33,B1-SCSA_PLUS_V3,1.0,0.936734693877551,0.9815441540827996,1.0,1.0,1.0,1.0,1.0,0.7
34,B1-SCSA_PLUS_V3,0.5,0.45714285714285713,0.6505998846696008,0.0,0.5,0.3333333333333333,0.25,0.4,0.4
35,B1-SCSA_PLUS_V3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,B1-SCSA_PLUS_V3,1.0,0.8951388888888888,0.9670943502702474,1.0,1.0,1.0,1.0,0.8,0.8
37,B1-SCSA_PLUS_V3,0.5,0.39285714285714285,0.5912352048230277,0.0,0.5,0.3333333333333333,0.25,0.2,0.2
38,B1-SCSA_PLUS_V3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,B1-SCSA_PLUS_V3,0.2,0.24074074074074073,0.45846073882962946,0.0,0.0,0.0,0.0,0.2,0.3
40,B1-SCSA_PLUS_V3,1.0,0.7253968253968253,0.8891085695884217,1.0,1.0,0.6666666666666666,0.5,0.4,0.5
41,B1-SCSA_PLUS_V3,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.1
42,B1-SCSA_PLUS_V3,1.0,0.7048611111111112,0.8773497378596238,1.0,1.0,0.6666666666666666,0.5,0.4,0.4
43,B1-SCSA_PLUS_V3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,B1-SCSA_PLUS_V3,0.5,0.4298611111111111,0.6379893060953273,0.0,0.5,0.3333333333333333,0.25,0.4,0.4
45,B1-SCSA_PLUS_V3,0.16666666666666666,0.22619047619047616,0.4227898344066503,0.0,0.0,0.0,0.0,0.0,0.2
46,B1-SCSA_PLUS_V3,0.5,0.46349206349206346,0.6569414966820691,0.0,0.5,0.3333333333333333,0.25,0.2,0.5
47,B1-SCSA_PLUS_V3,0.5,0.7856701940035273,0.8328978515038054,0.0,0.5,0.6666666666666666,0.75,0.8,0.9
48,B1-SCSA_PLUS_V3,0.5,0.38690476190476186,0.6005491084563833,0.0,0.5,0.3333333333333333,0.25,0.2,0.3
49,B1-SCSA_PLUS_V3,1.0,0.9428571428571428,0.9818483242455303,1.0,1.0,1.0,1.0,0.8,0.5
50,B1-SCSA_PLUS_V3,1.0,0.6422222222222222,0.8400820663770346,1.0,0.5,0.6666666666666666,0.5,0.6,0.5
51,B1-SCSA_PLUS_V3,1.0,0.785374149659864,0.9184282532507121,1.0,1.0,0.6666666666666666,0.75,0.6,0.7
53,B1-SCSA_PLUS_V3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,B1-SCSA_PLUS_V3,1.0,0.7271825396825397,0.8887327416814557,1.0,1.0,0.6666666666666666,0.5,0.4,0.6
55,B1-SCSA_PLUS_V3,1.0,0.9888888888888889,0.9971876401972101,1.0,1.0,1.0,1.0,1.0,0.9
57,B1-SCSA_PLUS_V3,0.5,0.5428571428571429,0.6955762265703532,0.0,0.5,0.3333333333333333,0.5,0.6,0.4
58,B1-SCSA_PLUS_V3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,B1-SCSA_PLUS_V3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,B1-SCSA_PLUS_V3,0.5,0.5259259259259259,0.7030583370281497,0.0,0.5,0.3333333333333333,0.5,0.4,0.6
62,B1-SCSA_PLUS_V3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,B1-SCSA_PLUS_V3,0.5,0.5317460317460317,0.6871475159848289,0.0,0.5,0.6666666666666666,0.5,0.4,0.3
66,B1-SCSA_PLUS_V3,0.5,0.5,0.6509209298071326,0.0,0.5,0.3333333333333333,0.5,0.4,0.2
68,B1-SCSA_PLUS_V3,1.0,0.9282627865961199,0.9770153702993118,1.0,1.0,1.0,1.0,0.8,0.9
70,B1-SCSA_PLUS_V3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,B1-SCSA_PLUS_V3,1.0,0.961734693877551,0.9888009031441519,1.0,1.0,1.0,1.0,1.0,0.7
72,B1-SCSA_PLUS_V3,1.0,0.9159722222222222,0.97484593625304,1.0,1.0,1.0,1.0,1.0,0.8
73,B1-SCSA_PLUS_V3,1.0,0.885,0.9609247825245575,1.0,1.0,1.0,0.75,0.8,0.5
74,B1-SCSA_PLUS_V3,0.25,0.5021825396825397,0.6425958210520416,0.0,0.0,0.0,0.25,0.4,0.6
76,B1-SCSA_PLUS_V3,0.3333333333333333,0.26666666666666666,0.48381288316677695,0.0,0.0,0.3333333333333333,0.25,0.2,0.2
77,B1-SCSA_PLUS_V3,1.0,0.6925170068027212,0.8513372772927025,1.0,0.5,0.3333333333333333,0.5,0.6,0.7
78,B1-SCSA_PLUS_V3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,B1-SCSA_PLUS_V3,0.5,0.44047619047619047,0.6386364459525711,0.0,0.5,0.3333333333333333,0.25,0.2,0.4
81,B1-SCSA_PLUS_V3,1.0,0.9467813051146384,0.9842184869190973,1.0,1.0,1.0,1.0,1.0,0.9
1,CS-STATE_ART,1.0,0.6518707482993197,0.8317144247565924,1.0,0.5,0.3333333333333333,0.5,0.4,0.7
2,CS-STATE_ART,0.3333333333333333,0.4355555555555556,0.6217331638029128,0.0,0.0,0.3333333333333333,0.25,0.4,0.5
3,CS-STATE_ART,0.3333333333333333,0.3333333333333333,0.5249810332008933,0.0,0.0,0.3333333333333333,0.25,0.2,0.2
4,CS-STATE_ART,0.25,0.43,0.6031171482531633,0.0,0.0,0.0,0.25,0.4,0.5
5,CS-STATE_ART,0.5,0.604251700680272,0.7493211223323233,0.0,0.5,0.6666666666666666,0.5,0.4,0.7
6,CS-STATE_ART,1.0,0.7746031746031746,0.910334901729952,1.0,1.0,0.6666666666666666,0.5,0.6,0.6
7,CS-STATE_ART,1.0,0.6079365079365079,0.8219303906225648,1.0,0.5,0.6666666666666666,0.5,0.4,0.5
8,CS-STATE_ART,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8
9,CS-STATE_ART,0.25,0.5021825396825397,0.6425958210520416,0.0,0.0,0.0,0.25,0.4,0.6
10,CS-STATE_ART,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,CS-STATE_ART,0.25,0.5304421768707482,0.6631747728725313,0.0,0.0,0.0,0.25,0.4,0.7
12,CS-STATE_ART,1.0,0.9111111111111111,0.9708923176105698,1.0,1.0,1.0,1.0,0.8,0.5
13,CS-STATE_ART,0.3333333333333333,0.512063492063492,0.66200432687264,0.0,0.0,0.3333333333333333,0.5,0.6,0.5
