user_id,algorithm,item_id,ranking,rating,pca1_score,author_id
81.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.367113993815548e+18,6.0,5.0,,34613288.0
81.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.368932010971005e+18,7.0,5.0,,1638021792.0
81.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.368932010971005e+18,8.0,5.0,,1638021792.0
81.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.362776603047166e+18,9.0,5.0,,621583.0
81.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.362776603047166e+18,10.0,5.0,,621583.0
81.0,CS-STATE_ART-SCSA_PLUS_V3,1.3668546729552404e+18,1.0,5.0,,22720074.0
81.0,CS-STATE_ART-SCSA_PLUS_V3,1.3618014127415296e+18,2.0,5.0,,7905122.0
81.0,CS-STATE_ART-SCSA_PLUS_V3,1.3675480566280397e+18,3.0,5.0,,19583545.0
81.0,CS-STATE_ART-SCSA_PLUS_V3,1.3677035013677711e+18,4.0,5.0,,55010030.0
81.0,CS-STATE_ART-SCSA_PLUS_V3,1.3678628419072942e+18,5.0,5.0,,34613288.0
81.0,CS-STATE_ART-SCSA_PLUS_V3,1.368234120082555e+18,6.0,5.0,,773069256.0
81.0,CS-STATE_ART-SCSA_PLUS_V3,1.368487188724351e+18,7.0,5.0,,558797310.0
81.0,CS-STATE_ART-SCSA_PLUS_V3,1.3689399187272786e+18,8.0,5.0,,3001704118.0
81.0,CS-STATE_ART-SCSA_PLUS_V3,1.313215942826967e+18,9.0,5.0,,22720074.0
81.0,CS-STATE_ART-SCSA_PLUS_V3,1.3681743742479237e+18,10.0,5.0,,34613288.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3668546729552404e+18,1.0,5.0,,22720074.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3668546729552404e+18,2.0,5.0,,22720074.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3618014127415296e+18,3.0,5.0,,7905122.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3618014127415296e+18,4.0,5.0,,7905122.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3675480566280397e+18,5.0,5.0,,19583545.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3675480566280397e+18,6.0,5.0,,19583545.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3677035013677711e+18,7.0,5.0,,55010030.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3677035013677711e+18,8.0,5.0,,55010030.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3678628419072942e+18,9.0,5.0,,34613288.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3678628419072942e+18,10.0,5.0,,34613288.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.368234120082555e+18,1.0,5.0,,773069256.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.368234120082555e+18,2.0,5.0,,773069256.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.368487188724351e+18,3.0,5.0,,558797310.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.368487188724351e+18,4.0,5.0,,558797310.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3689399187272786e+18,5.0,5.0,,3001704118.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3689399187272786e+18,6.0,5.0,,3001704118.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.313215942826967e+18,7.0,5.0,,22720074.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.313215942826967e+18,8.0,5.0,,22720074.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3681743742479237e+18,9.0,5.0,,34613288.0
81.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3681743742479237e+18,10.0,5.0,,34613288.0
81.0,B1-STATE_ART-SCSA_PLUS_V3,1.3692671062152356e+18,1.0,5.0,,22910295.0
81.0,B1-STATE_ART-SCSA_PLUS_V3,1.3672261525495772e+18,2.0,5.0,,3001704118.0
81.0,B1-STATE_ART-SCSA_PLUS_V3,1.3682996404210524e+18,3.0,5.0,,96951800.0
81.0,B1-STATE_ART-SCSA_PLUS_V3,1.3692267087637463e+18,4.0,3.0,,1638021792.0
81.0,B1-STATE_ART-SCSA_PLUS_V3,1.3682256369936916e+18,5.0,5.0,,22910295.0
81.0,B1-STATE_ART-SCSA_PLUS_V3,1.36650534938624e+18,6.0,5.0,,452155423.0
81.0,B1-STATE_ART-SCSA_PLUS_V3,1.367112526647935e+18,7.0,5.0,,452155423.0
81.0,B1-STATE_ART-SCSA_PLUS_V3,1.3688445281705e+18,8.0,5.0,,2941994339.0
81.0,B1-STATE_ART-SCSA_PLUS_V3,1.368637578694525e+18,9.0,5.0,,452155423.0
81.0,B1-STATE_ART-SCSA_PLUS_V3,1.3694037964435702e+18,10.0,5.0,,1638021792.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3692671062152356e+18,1.0,5.0,,22910295.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3692671062152356e+18,2.0,5.0,,22910295.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3672261525495772e+18,3.0,5.0,,3001704118.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3672261525495772e+18,4.0,5.0,,3001704118.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3682996404210524e+18,5.0,5.0,,96951800.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3682996404210524e+18,6.0,5.0,,96951800.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3692267087637463e+18,7.0,3.0,,1638021792.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3692267087637463e+18,8.0,3.0,,1638021792.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3682256369936916e+18,9.0,5.0,,22910295.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3682256369936916e+18,10.0,5.0,,22910295.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.36650534938624e+18,1.0,5.0,,452155423.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.36650534938624e+18,2.0,5.0,,452155423.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.367112526647935e+18,3.0,5.0,,452155423.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.367112526647935e+18,4.0,5.0,,452155423.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3688445281705e+18,5.0,5.0,,2941994339.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3688445281705e+18,6.0,5.0,,2941994339.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.368637578694525e+18,7.0,5.0,,452155423.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.368637578694525e+18,8.0,5.0,,452155423.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3694037964435702e+18,9.0,5.0,,1638021792.0
81.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3694037964435702e+18,10.0,5.0,,1638021792.0
79.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.362069293790163e+18,1.0,5.0,,15155074.0
79.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.3661159596233318e+18,2.0,5.0,,55365711.0
79.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.3603464038731817e+18,3.0,4.0,,19114743.0
79.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.3599329809746575e+18,4.0,4.0,,19373710.0
79.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.3628727571098092e+18,5.0,4.0,,55365711.0
79.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.364624807220949e+18,6.0,5.0,,55365711.0
79.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.3338730341140644e+18,7.0,3.0,,19373710.0
79.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.343729046891348e+18,8.0,5.0,,3004231.0
79.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.3476190924175483e+18,9.0,5.0,,238475531.0
79.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.321455751567532e+18,10.0,5.0,,19373710.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.362069293790163e+18,1.0,5.0,,15155074.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.362069293790163e+18,2.0,5.0,,15155074.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.3661159596233318e+18,3.0,5.0,,55365711.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.3661159596233318e+18,4.0,5.0,,55365711.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.3603464038731817e+18,5.0,4.0,,19114743.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.3603464038731817e+18,6.0,4.0,,19114743.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.3599329809746575e+18,7.0,4.0,,19373710.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.3599329809746575e+18,8.0,4.0,,19373710.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.3628727571098092e+18,9.0,4.0,,55365711.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.3628727571098092e+18,10.0,4.0,,55365711.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.364624807220949e+18,1.0,5.0,,55365711.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.364624807220949e+18,2.0,5.0,,55365711.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.3338730341140644e+18,3.0,3.0,,19373710.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.3338730341140644e+18,4.0,3.0,,19373710.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.343729046891348e+18,5.0,5.0,,3004231.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.343729046891348e+18,6.0,5.0,,3004231.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.3476190924175483e+18,7.0,5.0,,238475531.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.3476190924175483e+18,8.0,5.0,,238475531.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.321455751567532e+18,9.0,5.0,,19373710.0
79.0,SCSA-SCSA_PLUS-SCSA_PLUS_V3,1.321455751567532e+18,10.0,5.0,,19373710.0
79.0,SC-STATE_ART-SCSA_PLUS_V3,1.3595976955481539e+18,1.0,3.0,,15155074.0
79.0,SC-STATE_ART-SCSA_PLUS_V3,1.3504832512914514e+18,2.0,5.0,,19373710.0
79.0,SC-STATE_ART-SCSA_PLUS_V3,1.338584496489173e+18,3.0,4.0,,3004231.0
79.0,SC-STATE_ART-SCSA_PLUS_V3,1.3653208765105603e+18,4.0,4.0,,19114743.0
79.0,SC-STATE_ART-SCSA_PLUS_V3,1.3646839209655788e+18,5.0,4.0,,55365711.0
79.0,SC-STATE_ART-SCSA_PLUS_V3,1.1821122577083064e+18,6.0,5.0,,19028953.0
79.0,SC-STATE_ART-SCSA_PLUS_V3,1.3360591191748977e+18,7.0,5.0,,15155074.0
79.0,SC-STATE_ART-SCSA_PLUS_V3,1.0950678260612628e+18,8.0,5.0,,19028953.0
79.0,SC-STATE_ART-SCSA_PLUS_V3,1.366561763962073e+18,9.0,5.0,,55365711.0
79.0,SC-STATE_ART-SCSA_PLUS_V3,1.2732317119088722e+18,10.0,4.0,,19028953.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.3595976955481539e+18,1.0,3.0,,15155074.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.3595976955481539e+18,2.0,3.0,,15155074.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.3504832512914514e+18,3.0,5.0,,19373710.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.3504832512914514e+18,4.0,5.0,,19373710.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.338584496489173e+18,5.0,4.0,,3004231.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.338584496489173e+18,6.0,4.0,,3004231.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.3653208765105603e+18,7.0,4.0,,19114743.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.3653208765105603e+18,8.0,4.0,,19114743.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.3646839209655788e+18,9.0,4.0,,55365711.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.3646839209655788e+18,10.0,4.0,,55365711.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.1821122577083064e+18,1.0,5.0,,19028953.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.1821122577083064e+18,2.0,5.0,,19028953.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.3360591191748977e+18,3.0,5.0,,15155074.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.3360591191748977e+18,4.0,5.0,,15155074.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.0950678260612628e+18,5.0,5.0,,19028953.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.0950678260612628e+18,6.0,5.0,,19028953.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.366561763962073e+18,7.0,5.0,,55365711.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.366561763962073e+18,8.0,5.0,,55365711.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.2732317119088722e+18,9.0,4.0,,19028953.0
79.0,SC-SCSA_PLUS-SCSA_PLUS_V3,1.2732317119088722e+18,10.0,4.0,,19028953.0
79.0,CS-STATE_ART-SCSA_PLUS_V3,1.322265461359317e+18,1.0,2.0,,95955871.0
79.0,CS-STATE_ART-SCSA_PLUS_V3,1.3457839476078674e+18,2.0,2.0,,314792669.0
79.0,CS-STATE_ART-SCSA_PLUS_V3,1.357083144407552e+18,3.0,5.0,,3004231.0
79.0,CS-STATE_ART-SCSA_PLUS_V3,1.3302661602024776e+18,4.0,3.0,,6207392.0
79.0,CS-STATE_ART-SCSA_PLUS_V3,1.324444938923176e+18,5.0,2.0,,19373710.0
79.0,CS-STATE_ART-SCSA_PLUS_V3,1.3677022338532598e+18,6.0,2.0,,27195114.0
79.0,CS-STATE_ART-SCSA_PLUS_V3,1.2636203387909448e+18,7.0,3.0,,297047872.0
79.0,CS-STATE_ART-SCSA_PLUS_V3,1.212045448812417e+18,8.0,5.0,,89366493.0
79.0,CS-STATE_ART-SCSA_PLUS_V3,1.355379018791592e+18,9.0,3.0,,18222378.0
79.0,CS-STATE_ART-SCSA_PLUS_V3,1.3193212761717596e+18,10.0,3.0,,19373710.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.322265461359317e+18,1.0,2.0,,95955871.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.322265461359317e+18,2.0,2.0,,95955871.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3457839476078674e+18,3.0,2.0,,314792669.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3457839476078674e+18,4.0,2.0,,314792669.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.357083144407552e+18,5.0,5.0,,3004231.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.357083144407552e+18,6.0,5.0,,3004231.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3302661602024776e+18,7.0,3.0,,6207392.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3302661602024776e+18,8.0,3.0,,6207392.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.324444938923176e+18,9.0,2.0,,19373710.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.324444938923176e+18,10.0,2.0,,19373710.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3677022338532598e+18,1.0,2.0,,27195114.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3677022338532598e+18,2.0,2.0,,27195114.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.2636203387909448e+18,3.0,3.0,,297047872.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.2636203387909448e+18,4.0,3.0,,297047872.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.212045448812417e+18,5.0,5.0,,89366493.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.212045448812417e+18,6.0,5.0,,89366493.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.355379018791592e+18,7.0,3.0,,18222378.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.355379018791592e+18,8.0,3.0,,18222378.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3193212761717596e+18,9.0,3.0,,19373710.0
79.0,CS-SCSA_PLUS-SCSA_PLUS_V3,1.3193212761717596e+18,10.0,3.0,,19373710.0
79.0,B1-STATE_ART-SCSA_PLUS_V3,1.2925971187633193e+18,1.0,5.0,,108361327.0
79.0,B1-STATE_ART-SCSA_PLUS_V3,1.354523590742446e+18,2.0,3.0,,18222378.0
79.0,B1-STATE_ART-SCSA_PLUS_V3,1.3417906799456707e+18,3.0,5.0,,15155074.0
79.0,B1-STATE_ART-SCSA_PLUS_V3,1.3628418950309683e+18,4.0,4.0,,55365711.0
79.0,B1-STATE_ART-SCSA_PLUS_V3,1.3244248957496525e+18,5.0,3.0,,116362700.0
79.0,B1-STATE_ART-SCSA_PLUS_V3,1.361735737411068e+18,6.0,4.0,,18222378.0
79.0,B1-STATE_ART-SCSA_PLUS_V3,1.3071377270670295e+18,7.0,2.0,,96829836.0
79.0,B1-STATE_ART-SCSA_PLUS_V3,1.365017631321858e+18,8.0,2.0,,3004231.0
79.0,B1-STATE_ART-SCSA_PLUS_V3,1.3600119874937897e+18,9.0,2.0,,3004231.0
79.0,B1-STATE_ART-SCSA_PLUS_V3,1.3222293117184942e+18,10.0,3.0,,18847632.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.2925971187633193e+18,1.0,5.0,,108361327.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.2925971187633193e+18,2.0,5.0,,108361327.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.354523590742446e+18,3.0,3.0,,18222378.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.354523590742446e+18,4.0,3.0,,18222378.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3417906799456707e+18,5.0,5.0,,15155074.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3417906799456707e+18,6.0,5.0,,15155074.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3628418950309683e+18,7.0,4.0,,55365711.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3628418950309683e+18,8.0,4.0,,55365711.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3244248957496525e+18,9.0,3.0,,116362700.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3244248957496525e+18,10.0,3.0,,116362700.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.361735737411068e+18,1.0,4.0,,18222378.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.361735737411068e+18,2.0,4.0,,18222378.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3071377270670295e+18,3.0,2.0,,96829836.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3071377270670295e+18,4.0,2.0,,96829836.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.365017631321858e+18,5.0,2.0,,3004231.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.365017631321858e+18,6.0,2.0,,3004231.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3600119874937897e+18,7.0,2.0,,3004231.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3600119874937897e+18,8.0,2.0,,3004231.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3222293117184942e+18,9.0,3.0,,18847632.0
79.0,B1-SCSA_PLUS-SCSA_PLUS_V3,1.3222293117184942e+18,10.0,3.0,,18847632.0
78.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.367531774012752e+18,1.0,1.0,,16201775.0
78.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.367649223601238e+18,2.0,2.0,,16212685.0
78.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.3689334100859453e+18,3.0,1.0,,19263978.0
78.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.319343716801237e+18,4.0,2.0,,140845817.0
78.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.326736922199257e+18,5.0,1.0,,140845817.0
78.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.3671700470814024e+18,6.0,1.0,,16727749.0
78.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.3685842154036552e+18,7.0,1.0,,20265254.0
78.0,SCSA-STATE_ART-SCSA_PLUS_V3,1.3685612007542702e+18,8.0,4.0,,19583545.0
