mrr,map,ndcg,precision_at_1,precision_at_2,precision_at_3,precision_at_4,precision_at_5,precision_at_10,user_id,algorithm
1.0,0.6428571428571428,0.8175295903539445,1.0,0.5,0.3333333333333333,0.25,0.2,0.2,37,B1
0.5,0.6957837301587302,0.6055294081949739,0.0,0.0,0.3333333333333333,0.25,0.2,0.3,63,B1
0.5,0.740702947845805,0.8078696883910291,0.0,0.5,0.6666666666666666,0.75,0.8,0.7,77,B1
1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6,0.3,48,B1
1.0,0.804421768707483,0.9268520089309741,1.0,1.0,0.6666666666666666,0.75,0.8,0.7,1,CS
0.3333333333333333,0.29166666666666663,0.5,0.0,0.0,0.3333333333333333,0.25,0.2,0.2,3,CS
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,CS
0.25,0.39464285714285713,0.5724250321999883,0.0,0.0,0.0,0.25,0.4,0.4,46,CS
1.0,0.9666666666666666,0.9896062251871525,1.0,1.0,1.0,1.0,0.8,0.5,32,CS
0.5,0.34074074074074073,0.5730008572581421,0.0,0.5,0.3333333333333333,0.25,0.2,0.3,54,CS
0.25,0.37103174603174605,0.566251564922111,0.0,0.0,0.0,0.25,0.2,0.5,7,CS
0.25,0.36408730158730157,0.5548265038690208,0.0,0.0,0.0,0.25,0.2,0.4,44,CS
1.0,0.9055555555555554,0.9704091209634449,1.0,1.0,1.0,1.0,0.8,0.6,9,CS
0.2,0.2,0.38685280723454163,0.0,0.0,0.0,0.0,0.2,0.1,74,CS
0.3333333333333333,0.5011904761904762,0.6444638628256741,0.0,0.0,0.3333333333333333,0.5,0.6,0.4,57,CS
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,CS
0.1,0.1,0.2890648263178879,0.0,0.0,0.0,0.0,0.0,0.1,78,CS
1.0,0.9159722222222222,0.9748459362530401,1.0,1.0,1.0,1.0,1.0,0.8,8,CS
0.25,0.3055555555555555,0.5105347743265789,0.0,0.0,0.0,0.25,0.2,0.3,33,CS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,CS
1.0,0.5925925925925927,0.8014787115756216,1.0,0.5,0.3333333333333333,0.25,0.4,0.6,51,CS
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,CS
1.0,2.1416208791208793,0.8671644091674504,0.0,0.5,0.6666666666666666,0.75,0.8,0.7,11,CS
1.0,0.6370370370370371,0.8357173251870647,1.0,0.5,0.6666666666666666,0.5,0.4,0.6,73,CS
1.0,0.5210317460317461,0.7593434203530206,1.0,0.5,0.3333333333333333,0.25,0.2,0.5,27,CS
0.3333333333333333,0.5801587301587301,0.6984365947119812,0.0,0.0,0.3333333333333333,0.5,0.6,0.6,26,CS
1.0,0.7392857142857142,0.8940043068327737,1.0,1.0,0.6666666666666666,0.5,0.4,0.5,42,CS
1.0,0.9626543209876544,0.9895948844467957,1.0,1.0,1.0,1.0,1.0,0.9,45,CS
1.0,0.6656084656084655,0.8503978018773211,1.0,0.5,0.6666666666666666,0.5,0.6,0.6,28,CS
1.0,0.6533333333333333,0.8352842211595156,1.0,0.5,0.3333333333333333,0.5,0.6,0.5,72,CS
0.5,0.5,0.6653497124326151,0.0,0.5,0.3333333333333333,0.5,0.4,0.3,31,CS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,CS
1.0,0.7759259259259258,0.9188490368414886,1.0,1.0,1.0,0.75,0.6,0.6,30,CS
0.14285714285714285,0.24206349206349206,0.4457341703503471,0.0,0.0,0.0,0.0,0.0,0.3,29,CS
1.0,1.779122574955908,0.9922503487562803,1.0,1.0,1.0,1.0,1.0,1.0,36,CS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,CS
1.0,0.5438888888888889,0.7774950961074903,1.0,0.5,0.3333333333333333,0.25,0.4,0.5,13,CS
0.5,0.7856701940035273,0.8328978515038055,0.0,0.5,0.6666666666666666,0.75,0.8,0.9,24,CS
0.5,0.39999999999999997,0.6132756769356656,0.0,0.5,0.3333333333333333,0.25,0.4,0.3,15,CS
0.5,0.35,0.5640920940185894,0.0,0.5,0.3333333333333333,0.25,0.2,0.2,16,CS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,CS
0.16666666666666666,0.18333333333333335,0.39564672360221187,0.0,0.0,0.0,0.0,0.0,0.2,61,CS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,CS
0.3333333333333333,0.2777777777777778,0.4911492931622974,0.0,0.0,0.3333333333333333,0.25,0.2,0.2,18,CS
0.5,0.5111111111111111,0.6899564447669037,0.0,0.5,0.3333333333333333,0.5,0.4,0.5,20,CS
1.0,0.9444444444444445,0.9833032486989473,1.0,1.0,1.0,1.0,1.0,0.6,66,CS
1.0,1.0556277056277057,0.7339864836112062,0.0,0.5,0.3333333333333333,0.25,0.4,0.5,68,CS
0.3333333333333333,0.5267195767195767,0.6781191542888785,0.0,0.0,0.3333333333333333,0.5,0.6,0.6,21,CS
0.5,0.5092592592592593,0.6897971642557428,0.0,0.5,0.3333333333333333,0.25,0.4,0.6,50,CS
1.0,0.6428571428571429,0.8278123145308894,1.0,0.5,0.3333333333333333,0.5,0.4,0.3,71,CS
1.0,0.7142857142857142,0.8850504602968671,1.0,1.0,0.6666666666666666,0.5,0.4,0.5,12,CS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25,CS
1.0,0.8099999999999999,0.9284591831945489,1.0,1.0,0.6666666666666666,0.75,0.8,0.5,40,CS
1.0,0.827437641723356,0.9341087579923265,1.0,1.0,0.6666666666666666,0.75,0.8,0.7,22,CS
1.0,0.9467813051146384,0.9842184869190973,1.0,1.0,1.0,1.0,1.0,0.9,39,CS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38,CS
1.0,0.8782627865961199,0.9504206262110482,1.0,1.0,0.6666666666666666,0.75,0.8,0.9,47,CS
1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6,0.3,34,CS
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,CS
0.2,0.31666666666666665,0.40523607078058205,0.0,0.0,0.0,0.0,0.0,0.1,41,CS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,CS
1.0,0.908531746031746,0.971614045963685,1.0,1.0,1.0,1.0,0.8,0.8,58,CS
0.25,0.27777777777777773,0.49141527484330916,0.0,0.0,0.0,0.25,0.2,0.3,62,CS
1.0,0.7885912698412698,0.9138523351597089,1.0,1.0,0.6666666666666666,0.5,0.6,0.8,49,CS
0.5,0.5,0.6309297535714575,0.0,0.5,0.3333333333333333,0.25,0.2,0.1,19,CS
0.3333333333333333,0.5425925925925925,0.6850408376471182,0.0,0.0,0.3333333333333333,0.5,0.6,0.6,6,CS
1.0,0.6925170068027212,0.8513372772927026,1.0,0.5,0.3333333333333333,0.5,0.6,0.7,5,CS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,CS
0.3333333333333333,0.41666666666666663,0.5706417189553201,0.0,0.0,0.3333333333333333,0.5,0.4,0.2,79,CS
0.3333333333333333,0.525952380952381,0.6669000641169921,0.0,0.0,0.3333333333333333,0.5,0.6,0.5,2,CS
0.3333333333333333,0.45777777777777773,0.6306870103388195,0.0,0.0,0.3333333333333333,0.25,0.4,0.5,4,CS
1.0,0.6,0.7903864795495061,1.0,0.5,0.3333333333333333,0.25,0.2,0.2,37,CS
1.0,0.8802083333333333,0.7976221846432374,1.0,1.0,0.6666666666666666,0.5,0.4,0.3,63,CS
1.0,0.5074074074074074,0.7461976723150332,1.0,0.5,0.3333333333333333,0.25,0.2,0.3,77,CS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,CS
1.0,0.9111111111111111,0.9708923176105698,1.0,1.0,1.0,1.0,0.8,0.5,1,SC
1.0,0.9060405643738976,0.9667147927059907,1.0,1.0,1.0,0.75,0.8,0.9,79,SC
1.0,0.5412698412698413,0.773161590685251,1.0,0.5,0.3333333333333333,0.25,0.2,0.5,51,SC
1.0,0.9821428571428571,0.9950883841893561,1.0,1.0,1.0,1.0,1.0,0.7,5,SC
0.2,0.26666666666666666,0.45560514958746035,0.0,0.0,0.0,0.0,0.2,0.2,53,SC
1.0,0.7798185941043084,0.8981192674612326,1.0,0.5,0.6666666666666666,0.75,0.8,0.7,7,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,SC
1.0,0.8954648526077096,0.9643632283499571,1.0,1.0,1.0,0.75,0.8,0.7,6,SC
1.0,0.9765432098765433,0.9937947856332163,1.0,1.0,1.0,1.0,1.0,0.9,47,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77,SC
1.0,0.7182539682539681,0.8843252268199594,1.0,1.0,0.6666666666666666,0.5,0.4,0.4,54,SC
1.0,0.7551587301587301,0.8896291645642339,1.0,0.5,0.6666666666666666,0.75,0.8,0.6,49,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,46,SC
1.0,1.736580086580087,0.8014500389408206,0.0,0.5,0.3333333333333333,0.5,0.6,0.6,11,SC
0.5,0.46825396825396826,0.6620727130989752,0.0,0.5,0.3333333333333333,0.5,0.4,0.4,9,SC
1.0,0.9626543209876544,0.9895948844467957,1.0,1.0,1.0,1.0,1.0,0.9,45,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,10,SC
1.0,1.335185185185185,0.9062400956021878,1.0,1.0,0.6666666666666666,0.75,0.6,0.7,41,SC
0.5,0.37083333333333335,0.5998148292164573,0.0,0.5,0.3333333333333333,0.25,0.2,0.4,42,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,59,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76,SC
1.0,0.7321428571428571,0.8899603164338973,1.0,1.0,0.6666666666666666,0.5,0.4,0.4,74,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,SC
0.5,0.5317460317460317,0.6871475159848289,0.0,0.5,0.6666666666666666,0.5,0.4,0.3,13,SC
0.5,0.7856701940035273,0.8328978515038055,0.0,0.5,0.6666666666666666,0.75,0.8,0.9,61,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,SC
1.0,0.9282627865961199,0.9770153702993121,1.0,1.0,1.0,1.0,0.8,0.9,72,SC
1.0,0.9626543209876544,0.9895948844467957,1.0,1.0,1.0,1.0,1.0,0.9,38,SC
1.0,0.7994047619047618,0.9286241047843016,1.0,1.0,1.0,0.75,0.6,0.6,12,SC
1.0,0.8928571428571428,0.9619991470595832,1.0,1.0,1.0,0.75,0.6,0.4,73,SC
0.25,0.37103174603174605,0.566251564922111,0.0,0.0,0.0,0.25,0.2,0.5,40,SC
1.0,0.9704861111111112,0.9918291064614978,1.0,1.0,1.0,1.0,1.0,0.8,39,SC
1.0,0.5821428571428572,0.801479410942855,1.0,0.5,0.3333333333333333,0.5,0.4,0.4,15,SC
0.16666666666666666,0.3543650793650793,0.5409945177788987,0.0,0.0,0.0,0.0,0.0,0.5,67,SC
0.5,0.7856701940035273,0.8328978515038055,0.0,0.5,0.6666666666666666,0.75,0.8,0.9,66,SC
1.0,0.7433333333333334,0.8840530210968294,1.0,0.5,0.6666666666666666,0.75,0.8,0.5,22,SC
0.3333333333333333,0.594047619047619,0.7028046245779905,0.0,0.0,0.3333333333333333,0.5,0.6,0.6,70,SC
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,SC
0.5,0.5845238095238094,0.7226387152952866,0.0,0.5,0.6666666666666666,0.5,0.6,0.4,31,SC
1.0,1.3919934640522875,0.8205310626321028,0.0,0.5,0.3333333333333333,0.5,0.6,0.7,63,SC
1.0,0.8954648526077096,0.9643632283499571,1.0,1.0,1.0,0.75,0.8,0.7,33,SC
0.3333333333333333,0.29166666666666663,0.5,0.0,0.0,0.3333333333333333,0.25,0.2,0.2,20,SC
1.0,0.5942857142857143,0.8022692730746812,1.0,0.5,0.3333333333333333,0.25,0.4,0.5,21,SC
0.125,0.125,0.31546487678572877,0.0,0.0,0.0,0.0,0.0,0.1,35,SC
0.2,0.26666666666666666,0.45560514958746035,0.0,0.0,0.0,0.0,0.2,0.2,34,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,19,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,SC
1.0,1.7582866479925303,0.9902155664115957,1.0,1.0,1.0,1.0,1.0,0.9,36,SC
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,SC
0.1,0.1,0.2890648263178879,0.0,0.0,0.0,0.0,0.0,0.1,17,SC
0.5,0.35000000000000003,0.5797748398812457,0.0,0.5,0.3333333333333333,0.25,0.2,0.3,16,SC
1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.1,62,SC
0.5,0.5953703703703704,0.7465703892530458,0.0,0.5,0.6666666666666666,0.75,0.6,0.6,37,SC
1.0,0.6906084656084656,0.8636589746497284,1.0,0.5,0.6666666666666666,0.75,0.6,0.6,30,SC
0.2,0.2,0.38685280723454163,0.0,0.0,0.0,0.0,0.2,0.1,28,SC
0.5,0.5703703703703703,0.724660497076646,0.0,0.5,0.3333333333333333,0.5,0.6,0.6,29,SC
0.14285714285714285,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,23,SC
1.0,0.8083333333333333,0.9325720109418508,1.0,1.0,1.0,0.75,0.6,0.7,24,SC
0.3333333333333333,0.6427579365079366,0.73672839926874,0.0,0.0,0.3333333333333333,0.5,0.6,0.8,25,SC
1.0,1.4586309523809522,0.9149320357174712,1.0,0.5,0.6666666666666666,0.75,0.8,0.8,68,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,27,SC
1.0,0.9821428571428571,0.9950883841893561,1.0,1.0,1.0,1.0,1.0,0.7,26,SC
0.3333333333333333,0.5566326530612244,0.6942762582994471,0.0,0.0,0.3333333333333333,0.5,0.4,0.7,4,SC
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,SC
1.0,0.6666666666666666,0.8451850618939637,1.0,0.5,0.6666666666666666,0.5,0.4,0.3,3,SC
0.25,0.25,0.45749452618986164,0.0,0.0,0.0,0.25,0.2,0.2,2,SC
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,SC
1.0,0.5515873015873016,0.777079017590005,1.0,0.5,0.3333333333333333,0.25,0.2,0.4,1,SCSA
0.5,0.5,0.6509209298071326,0.0,0.5,0.3333333333333333,0.5,0.4,0.2,3,SCSA
1.0,0.5074074074074074,0.7461976723150332,1.0,0.5,0.3333333333333333,0.25,0.2,0.3,43,SCSA
0.3333333333333333,0.4305555555555555,0.622778265801047,0.0,0.0,0.3333333333333333,0.5,0.4,0.5,46,SCSA
0.5,0.45,0.6240505200038379,0.0,0.5,0.3333333333333333,0.25,0.4,0.2,32,SCSA
0.3333333333333333,0.4511904761904762,0.6153925060653322,0.0,0.0,0.3333333333333333,0.25,0.4,0.4,54,SCSA
0.2,0.3206349206349206,0.5051284895111403,0.0,0.0,0.0,0.0,0.2,0.3,7,SCSA
0.5,0.6782312925170068,0.7849578939823665,0.0,0.5,0.6666666666666666,0.75,0.6,0.7,44,SCSA
0.5,0.6321428571428571,0.7640323590577898,0.0,0.5,0.6666666666666666,0.5,0.6,0.7,9,SCSA
1.0,0.9282627865961199,0.9770153702993121,1.0,1.0,1.0,1.0,0.8,0.9,74,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57,SCSA
0.14285714285714285,0.28154761904761905,0.483639123806428,0.0,0.0,0.0,0.0,0.0,0.4,76,SCSA
0.16666666666666666,0.18333333333333335,0.39564672360221187,0.0,0.0,0.0,0.0,0.0,0.2,78,SCSA
1.0,0.975,0.9933222998814618,1.0,1.0,1.0,1.0,1.0,0.8,8,SCSA
0.25,0.5304421768707482,0.6631747728725315,0.0,0.0,0.0,0.25,0.4,0.7,33,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,SCSA
0.3333333333333333,0.29444444444444445,0.5183322919267586,0.0,0.0,0.3333333333333333,0.25,0.2,0.3,51,SCSA
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,SCSA
1.0,1.706077694235589,0.7795032558979373,0.0,0.0,0.3333333333333333,0.5,0.6,0.6,11,SCSA
1.0,0.9166666666666666,0.9674679834891693,1.0,1.0,0.6666666666666666,0.75,0.6,0.3,73,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27,SCSA
1.0,0.8055555555555555,0.9060254355346823,1.0,0.5,0.6666666666666666,0.75,0.6,0.3,26,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4,42,SCSA
1.0,0.7044973544973544,0.8807440226933967,1.0,1.0,0.6666666666666666,0.5,0.4,0.6,45,SCSA
0.125,0.125,0.31546487678572877,0.0,0.0,0.0,0.0,0.0,0.1,28,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72,SCSA
1.0,0.6984126984126983,0.86034433104172,1.0,0.5,0.6666666666666666,0.5,0.4,0.3,31,SCSA
0.3333333333333333,0.5160714285714285,0.6635732618910778,0.0,0.0,0.3333333333333333,0.25,0.4,0.6,10,SCSA
1.0,0.9317956349206349,0.9782917460822231,1.0,1.0,1.0,1.0,0.8,0.8,30,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,29,SCSA
0.5,1.0744505494505494,0.7349930150131557,0.0,0.0,0.3333333333333333,0.5,0.4,0.6,36,SCSA
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,SCSA
1.0,0.6,0.8036070421010475,1.0,0.5,0.3333333333333333,0.25,0.4,0.4,13,SCSA
0.3333333333333333,0.4720634920634921,0.6367472797294277,0.0,0.0,0.3333333333333333,0.25,0.4,0.5,24,SCSA
0.3333333333333333,0.5267195767195767,0.6781191542888785,0.0,0.0,0.3333333333333333,0.5,0.6,0.6,15,SCSA
0.5,0.5,0.6309297535714575,0.0,0.5,0.3333333333333333,0.25,0.2,0.1,16,SCSA
0.5,0.3611111111111111,0.5853898393086269,0.0,0.5,0.3333333333333333,0.25,0.2,0.3,70,SCSA
1.0,0.6666666666666666,0.8315546295836225,1.0,0.5,0.3333333333333333,0.25,0.2,0.2,61,SCSA
1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.1,17,SCSA
0.16666666666666666,0.16666666666666666,0.3562071871080222,0.0,0.0,0.0,0.0,0.0,0.1,18,SCSA
0.2,0.26666666666666666,0.45560514958746035,0.0,0.0,0.0,0.0,0.2,0.2,20,SCSA
1.0,0.6787037037037037,0.8582519365729244,1.0,0.5,0.6666666666666666,0.75,0.6,0.6,66,SCSA
1.0,1.5834573412698412,0.9465626966293166,1.0,1.0,0.6666666666666666,0.75,0.8,0.9,68,SCSA
0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.25,0.2,0.1,21,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,50,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,SCSA
1.0,0.9333333333333332,0.9796825595768973,1.0,1.0,1.0,1.0,1.0,0.6,12,SCSA
1.0,0.9060405643738976,0.9667147927059907,1.0,1.0,1.0,0.75,0.8,0.9,25,SCSA
0.3333333333333333,0.42658730158730157,0.610960349354296,0.0,0.0,0.3333333333333333,0.5,0.4,0.4,40,SCSA
1.0,0.8037037037037037,0.9311777582765324,1.0,1.0,1.0,0.75,0.6,0.6,22,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,38,SCSA
1.0,0.9626543209876544,0.9895948844467957,1.0,1.0,1.0,1.0,1.0,0.9,47,SCSA
1.0,0.7611111111111111,0.9083053473410256,1.0,1.0,0.6666666666666666,0.75,0.6,0.5,34,SCSA
