user_id,algorithm,news_id,ranking,rating,score
16,B1,1369378396216692740,5,1,0.0
68,B1,1366187680472522754,5,5,0.0
68,B1,1293655120706600960,5,4,0.0
13,B1,1365346314956005378,5,2,0.0
18,B1,1365319660405678081,5,1,0.0
63,B1,1367766039254163458,5,3,0.0
63,B1,1368856158010810369,5,5,0.0
48,B1,1299377724415500293,5,3,0.0
19,B1,1352325551621595136,5,4,0.0
20,B1,1369633104269357056,5,5,0.0
62,B1,1334706123971162115,5,4,0.0
36,B1,1322221808913928193,5,4,0.0
41,B1,1355577264512008192,5,4,0.0
7,B1,1369342862656221187,5,4,0.0
6,B1,1274054340517527552,5,3,0.0
77,B1,1369598009084887043,5,4,0.0
5,B1,1368975418741624833,5,5,0.0
3,B1,1366963364975452162,5,2,0.0
76,B1,1357382231816359939,5,3,0.0
81,B1,1369267106215235589,5,5,0.0
43,B1,1338944728969035776,5,2,0.0
74,B1,1368835740529000449,5,5,0.0
9,B1,1322191082235506689,5,4,0.0
45,B1,1310595678226219015,5,3,0.0
8,B1,1349748316901310464,5,5,0.0
41,B1,1338474408743215106,5,3,0.0
50,B1,1369614780676399108,6,3,0.0
49,B1,956689717608595456,6,2,0.0
34,B1,1370098415938498560,6,4,0.0
26,B1,1368999602867802126,6,4,0.0
32,B1,1365376371376205838,6,3,0.0
36,B1,1365001111946420226,6,4,0.0
36,B1,1356659266732650498,6,3,0.0
21,B1,1362475510954156037,6,2,0.0
61,B1,1250919345955446784,6,5,0.0
23,B1,1311068940152401920,6,4,0.0
22,B1,1366209913865703426,6,5,0.0
60,B1,1368760958261268480,6,5,0.0
58,B1,1366234614650478594,6,5,0.0
33,B1,1368978600964349955,6,4,0.0
27,B1,1369590734672760836,6,3,0.0
24,B1,1366478355558780939,6,5,0.0
25,B1,1368856158010810369,6,5,0.0
35,B1,1368939573586386945,6,2,0.0
51,B1,1367214902624980995,6,5,0.0
13,B1,1336808991792525325,6,2,0.0
15,B1,1366804263385501696,6,2,0.0
68,B1,1352380607314145283,6,5,0.0
68,B1,1330751757664837632,6,3,0.0
17,B1,1365629350721249281,6,5,0.0
37,B1,1272338362909655040,6,1,0.0
16,B1,1333807391079428096,6,1,0.0
66,B1,1330977426906689538,6,2,0.0
63,B1,1368848967086215169,6,3,0.0
19,B1,1369343506939019269,6,3,0.0
62,B1,1365346314956005378,6,4,0.0
20,B1,1359371849965199360,6,5,0.0
18,B1,1331689113494446085,6,3,0.0
63,B1,1369441139871387656,6,2,0.0
48,B1,956689717608595456,6,2,0.0
38,B1,1363564146948665347,6,4,0.0
46,B1,1369590734672760836,6,4,0.0
47,B1,1368241591299760129,6,5,0.0
4,B1,1369397597421645834,6,5,0.0
78,B1,1368686691452608517,6,1,0.0
2,B1,1368785659066941440,6,4,0.0
79,B1,1341790679945670656,6,5,0.0
1,B1,1281615412459782145,6,3,0.0
44,B1,1287526789707776000,6,2,0.0
57,B1,1337159750644080645,6,3,0.0
29,B1,1369148165471969284,6,4,0.0
31,B1,1369037449431715843,6,2,0.0
30,B1,1300100975793901569,6,5,0.0
28,B1,1246491727306899456,6,5,0.0
55,B1,1368753671568322564,6,4,0.0
53,B1,1305204600228573184,6,1,0.0
54,B1,1368970511175151620,6,5,0.0
41,B1,1357714688994390016,6,2,0.0
41,B1,1298591876963078146,6,2,0.0
42,B1,1342687407326580737,6,5,0.0
10,B1,1368550065502121985,6,5,0.0
72,B1,1351256621993738240,6,5,0.0
40,B1,1360611979879186438,6,2,0.0
11,B1,1333406580927303682,6,1,0.0
73,B1,1369031455695900677,6,4,0.0
71,B1,1281615412459782145,6,5,0.0
12,B1,1365372438578667526,6,2,0.0
39,B1,1291859496826843137,6,3,0.0
70,B1,1370041595605753862,6,5,0.0
11,B1,1359185296382779393,6,2,0.0
11,B1,1363926533652574218,6,5,0.0
9,B1,1365001111946420226,6,4,0.0
8,B1,1296750375114964992,6,5,0.0
45,B1,1367430380463267844,6,3,0.0
43,B1,1336324934688116743,6,2,0.0
7,B1,1363849575279316998,6,4,0.0
6,B1,1362794394848538628,6,5,0.0
74,B1,1369552733536219138,6,5,0.0
76,B1,1369095591607865347,6,2,0.0
5,B1,1369382939289587718,6,5,0.0
77,B1,1368835740529000449,6,4,0.0
3,B1,1369048640111570951,6,2,0.0
81,B1,1368225636993691649,6,5,0.0
3,B1,1166395659500568579,7,2,0.0
43,B1,1366208806535892995,7,2,0.0
45,B1,1344344721506885641,7,3,0.0
44,B1,1369041862414241800,7,3,0.0
42,B1,1313580109727584256,7,1,0.0
8,B1,1337245958787244033,7,5,0.0
7,B1,1365618942501285888,7,5,0.0
6,B1,1357736029067874305,7,3,0.0
77,B1,1328394654375698433,7,4,0.0
76,B1,1354853026545102849,7,2,0.0
10,B1,1369382325633638404,7,5,0.0
9,B1,1341790679945670656,7,4,0.0
74,B1,1369207595785977860,7,5,0.0
73,B1,1369181799029571589,7,5,0.0
11,B1,1353719280022343683,7,5,0.0
11,B1,1324713186436796417,7,5,0.0
11,B1,1365207153359917058,7,1,0.0
72,B1,1298277043499462656,7,5,0.0
41,B1,1189330936300756992,7,5,0.0
41,B1,1367890477849210881,7,1,0.0
47,B1,1369007428696743936,7,5,0.0
46,B1,1368835740529000449,7,4,0.0
40,B1,1324782095177306119,7,5,0.0
68,B1,1072571174180306945,7,4,0.0
12,B1,1359318229735251977,7,3,0.0
71,B1,1324784149241147394,7,3,0.0
70,B1,1369242094217404419,7,5,0.0
66,B1,423079851592257536,7,2,0.0
15,B1,1359318229735251977,7,4,0.0
13,B1,1337102429532217345,7,4,0.0
68,B1,1359943678354092032,7,5,0.0
63,B1,1368856158010810369,7,5,0.0
18,B1,1368640454028386304,7,2,0.0
17,B1,1362674074732748803,7,1,0.0
16,B1,1369400158912475136,7,1,0.0
39,B1,1258788139159613441,7,2,0.0
38,B1,1368849083201359873,7,5,0.0
37,B1,1326902644322017281,7,4,0.0
48,B1,1367487878259957765,7,2,0.0
62,B1,1336808991792525325,7,4,0.0
20,B1,1366925854421495812,7,5,0.0
19,B1,1369242094217404419,7,3,0.0
63,B1,1369590734672760836,7,5,0.0
60,B1,1361000829247963141,7,5,0.0
23,B1,1331670759102681088,7,5,0.0
22,B1,1300100975793901569,7,2,0.0
21,B1,1365407006253801474,7,1,0.0
26,B1,1358024709137432577,7,2,0.0
25,B1,1369590734672760836,7,5,0.0
24,B1,1363203331745673220,7,5,0.0
61,B1,1359645020974845952,7,5,0.0
36,B1,1322191082235506689,7,5,0.0
36,B1,1312476369830338561,7,3,0.0
50,B1,1368939918727278599,7,5,0.0
28,B1,1329849237299990529,7,3,0.0
27,B1,1369598009084887043,7,5,0.0
58,B1,1366239727402196996,7,5,0.0
31,B1,1322130577684942848,7,2,0.0
30,B1,1362129662336450560,7,4,0.0
29,B1,1250919345955446784,7,4,0.0
57,B1,1339313549626273793,7,3,0.0
55,B1,1366946573528100864,7,4,0.0
33,B1,1369552733536219138,7,4,0.0
32,B1,978970964762513409,7,3,0.0
54,B1,1366963364975452162,7,1,0.0
53,B1,1368239051979943936,7,1,0.0
49,B1,1299377724415500293,7,2,0.0
35,B1,1368954564133654529,7,1,0.0
34,B1,1369500754000699392,7,3,0.0
51,B1,1338474408743215106,7,5,0.0
81,B1,1369226708763746305,7,3,0.0
79,B1,1360011987493789696,7,2,0.0
2,B1,1369579853612281860,7,4,0.0
1,B1,1324784149241147394,7,3,0.0
5,B1,1369517501248372738,7,5,0.0
4,B1,1370128693662785544,7,5,0.0
78,B1,1366894541475696640,7,1,0.0
3,B1,1367559613005004800,8,2,0.0
78,B1,1367295348574728194,8,3,0.0
5,B1,1369543002385956865,8,5,0.0
4,B1,1369242094217404419,8,5,0.0
43,B1,1357714688994390016,8,2,0.0
81,B1,1367226152549577157,8,5,0.0
2,B1,1369587331691208706,8,4,0.0
1,B1,1338474408743215106,8,3,0.0
79,B1,1365017631321858052,8,2,0.0
33,B1,1369113689845022721,8,2,0.0
34,B1,1364311211194675203,8,3,0.0
51,B1,1298591876963078146,8,5,0.0
53,B1,1366247302843621377,8,2,0.0
54,B1,1368971556320206848,8,2,0.0
31,B1,978748491936780289,8,4,0.0
35,B1,1366296962409123843,8,2,0.0
55,B1,1310279026741841922,8,4,0.0
57,B1,1217178366597570560,8,2,0.0
29,B1,1367565531189047299,8,3,0.0
32,B1,1369342862656221187,8,4,0.0
26,B1,970787289638096897,8,4,0.0
30,B1,1366102978739007492,8,3,0.0
24,B1,1365346314956005378,8,3,0.0
61,B1,1354051463190732800,8,4,0.0
36,B1,1317087904569741312,8,5,0.0
60,B1,1369030162298400778,8,5,0.0
36,B1,1341790679945670656,8,4,0.0
50,B1,1367491019277799427,8,5,0.0
49,B1,1310279026741841922,8,5,0.0
28,B1,1340027052037169152,8,5,0.0
27,B1,1368835740529000449,8,4,0.0
58,B1,1362945064209575938,8,5,0.0
62,B1,1336517598029213698,8,4,0.0
21,B1,1217122703766970369,8,3,0.0
23,B1,1344346181976129538,8,5,0.0
22,B1,1366234614650478594,8,5,0.0
63,B1,1368835740529000449,8,5,0.0
25,B1,1368970607216517129,8,5,0.0
19,B1,1328394654375698433,8,3,0.0
20,B1,1368604247760244742,8,3,0.0
48,B1,1054037653379670016,8,2,0.0
63,B1,1369590734672760836,8,5,0.0
37,B1,1368640454028386304,8,3,0.0
11,B1,1309555054295355394,8,5,0.0
72,B1,1362476144830812161,8,4,0.0
11,B1,1360341869478223872,8,5,0.0
41,B1,1365319660405678081,8,3,0.0
41,B1,1366222136591872000,8,4,0.0
70,B1,1369440747641049091,8,4,0.0
71,B1,1298591876963078146,8,3,0.0
12,B1,1366804263385501696,8,5,0.0
40,B1,1357369869222690817,8,2,0.0
46,B1,1369619151506071561,8,3,0.0
47,B1,1369359775230812163,8,5,0.0
15,B1,1339746480014254081,8,3,0.0
13,B1,1357343495132880897,8,2,0.0
68,B1,1357788145794887681,8,5,0.0
68,B1,1360338125655056390,8,5,0.0
18,B1,1368245620344029188,8,1,0.0
17,B1,1316722494255099904,8,5,0.0
16,B1,1367269369521266691,8,5,0.0
66,B1,1354993740562137089,8,3,0.0
39,B1,1252286536738934786,8,3,0.0
38,B1,1367766039254163458,8,5,0.0
8,B1,1361140319002103813,8,4,0.0
73,B1,1369327333824430080,8,3,0.0
74,B1,1370088400410324994,8,4,0.0
9,B1,1322229311718494210,8,2,0.0
76,B1,1349748316901310464,8,2,0.0
7,B1,1365376371376205838,8,4,0.0
6,B1,1367608643596783616,8,3,0.0
77,B1,1369552733536219138,8,3,0.0
42,B1,1369101047826841604,8,1,0.0
10,B1,1368645394348077067,8,5,0.0
11,B1,1341035699970011136,8,5,0.0
44,B1,1258788139159613441,8,4,0.0
45,B1,1345706642080493568,8,3,0.0
49,B1,1301614505823141888,9,5,0.0
50,B1,1342500356316667904,9,3,0.0
28,B1,1331650428115759105,9,3,0.0
24,B1,1369122357307191296,9,3,0.0
61,B1,1341013863110762496,9,3,0.0
47,B1,1368157353695121412,9,5,0.0
36,B1,1362913607105736706,9,5,0.0
54,B1,1367212796631416832,9,2,0.0
60,B1,1273919207038693376,9,5,0.0
36,B1,1337774207971684352,9,5,0.0
68,B1,1323308897638125568,9,5,0.0
70,B1,1369552733536219138,9,5,0.0
40,B1,1323342666361430019,9,5,0.0
72,B1,1346184604827279360,9,5,0.0
11,B1,1316844403797889024,9,5,0.0
10,B1,1368982192194519043,9,4,0.0
11,B1,1360046105170485249,9,3,0.0
27,B1,1369242094217404419,9,4,0.0
58,B1,1360680119854104582,9,5,0.0
37,B1,1365319660405678081,9,1,0.0
20,B1,1359943267148845058,9,1,0.0
63,B1,1369242094217404419,9,2,0.0
63,B1,1369532238304534528,9,4,0.0
48,B1,1349071385360887808,9,3,0.0
22,B1,1367128088832745476,9,4,0.0
62,B1,1369374583598571524,9,4,0.0
25,B1,1369598009084887043,9,5,0.0
23,B1,1192092402061889536,9,4,0.0
19,B1,1366588589191147526,9,3,0.0
21,B1,1367282096289443840,9,3,0.0
53,B1,1368561876972494852,9,1,0.0
32,B1,1363849575279316998,9,4,0.0
79,B1,1322229311718494210,9,3,0.0
35,B1,1332444252895404033,9,1,0.0
34,B1,1367190653269073930,9,5,0.0
57,B1,1325467261239431170,9,5,0.0
30,B1,1367128088832745476,9,3,0.0
29,B1,1367244848978227201,9,3,0.0
55,B1,1367170047081402380,9,4,0.0
26,B1,1339559388303007744,9,2,0.0
31,B1,970013213092757504,9,4,0.0
5,B1,1369612914982846469,9,5,0.0
4,B1,1369453291936088064,9,4,0.0
51,B1,1189330936300756992,9,5,0.0
33,B1,1369207595785977860,9,4,0.0
1,B1,1298591876963078146,9,4,0.0
81,B1,1367112526647934977,9,5,0.0
43,B1,1359185296382779393,9,2,0.0
78,B1,1366609467803074561,9,3,0.0
