user_id,news_id,round_id,position,algorithm,rating,session_id
2,1364144723590578176,1,10,B1,4,8
2,1369985018878169089,1,1,CS,3,7
2,1370003953598013450,1,2,CS,3,7
2,1369610663547518978,1,3,CS,4,7
2,1369471231448158208,1,4,CS,4,7
2,1369578871478235143,1,5,CS,5,7
2,1369382859534897161,1,6,CS,3,7
2,1370128693662785544,1,7,CS,4,7
2,1369037711324119046,1,8,CS,4,7
2,1369271770960850949,1,9,CS,3,7
2,1369511733975515142,1,10,CS,2,7
2,1369375444793954323,1,1,SC,3,5
2,1362776603047165957,1,2,SC,2,5
2,1369441796925886465,1,3,SC,2,5
2,1369400194513723396,1,4,SC,4,5
2,1369048387815899139,1,5,SC,2,5
2,1369355243406954501,1,6,SC,2,5
2,1362074171832958980,1,7,SC,3,5
2,1369614175048249346,1,8,SC,4,5
2,1359577321695547392,1,9,SC,3,5
2,1362085735063572482,1,10,SC,3,5
2,1369292125641269258,1,1,SCSA,4,6
2,1369458171467591683,1,2,SCSA,3,6
2,1365007905318133766,1,3,SCSA,4,6
2,1361388306106318857,1,4,SCSA,4,6
2,1361701236395958278,1,5,SCSA,4,6
2,1366932843067277314,1,6,SCSA,3,6
2,1369030160943611907,1,7,SCSA,4,6
2,1366709656974942211,1,8,SCSA,5,6
2,1364579317964034050,1,9,SCSA,5,6
2,1369441382973272064,1,10,SCSA,4,6
3,1369362392749121542,1,1,B1,2,12
3,1369030162298400778,1,2,B1,2,12
3,1363896507242598402,1,3,B1,4,12
3,1367883861271613441,1,4,B1,5,12
3,1366963364975452162,1,5,B1,2,12
3,1369048640111570951,1,6,B1,2,12
3,1166395659500568579,1,7,B1,2,12
3,1367559613005004800,1,8,B1,2,12
3,1353812372331220992,1,9,B1,2,12
3,1321186362171666432,1,10,B1,1,12
3,1342995722761695232,1,1,CS,2,11
3,1323456695725625344,1,2,CS,3,11
3,1240704016046116865,1,3,CS,4,11
3,1306742315667529729,1,4,CS,3,11
3,1153306430100910080,1,5,CS,3,11
3,1324916905954652168,1,6,CS,3,11
3,1368659881260032001,1,7,CS,3,11
3,1256258912866766851,1,8,CS,4,11
3,1318297870315839488,1,9,CS,2,11
3,1180250671905263616,1,10,CS,2,11
3,1367521202042933249,1,1,SC,5,9
3,1369325020258983936,1,2,SC,3,9
3,1365315820080009221,1,3,SC,4,9
3,1367300793485828097,1,4,SC,3,9
3,1369075493753020420,1,5,SC,2,9
3,1369075561981566976,1,6,SC,2,9
3,1303249708169613313,1,7,SC,2,9
3,1364666742916583427,1,8,SC,3,9
3,1366443197166096385,1,9,SC,4,9
3,1367237010608431106,1,10,SC,3,9
3,1367894335233142789,1,1,SCSA,3,10
3,1324374402750767104,1,2,SCSA,5,10
3,1364607745270423556,1,3,SCSA,2,10
3,1363941648812675075,1,4,SCSA,4,10
3,1365327872643260420,1,5,SCSA,3,10
3,1337077938076979205,1,6,SCSA,3,10
3,1369383214062665731,1,7,SCSA,3,10
3,1336793663792406530,1,8,SCSA,3,10
3,1367315410106736640,1,9,SCSA,3,10
3,1368286394792046596,1,10,SCSA,3,10
4,1369343506939019269,1,1,B1,5,17
4,1369959855692337152,1,2,B1,1,17
4,1352325551621595136,1,3,B1,2,17
4,1369598009084887043,1,4,B1,5,17
4,1368835740529000449,1,5,B1,5,17
4,1369397597421645834,1,6,B1,5,17
4,1370128693662785544,1,7,B1,5,17
4,1369242094217404419,1,8,B1,5,17
4,1369453291936088064,1,9,B1,4,17
4,1369552733536219138,1,10,B1,4,17
4,1369113689845022721,1,1,CS,2,15
4,1369456737070313476,1,2,CS,2,15
4,1369525973302079490,1,3,CS,4,15
4,1369563595978252291,1,4,CS,1,15
4,1369337073463885828,1,5,CS,4,15
4,1369600439239458820,1,6,CS,4,15
4,1370053184589299724,1,7,CS,2,15
4,1369275546044162051,1,8,CS,5,15
4,1369049581208670208,1,9,CS,4,15
4,1369506070989836290,1,10,CS,3,15
4,1349380288783253504,1,1,SC,2,13
4,1349377838722519040,1,2,SC,2,13
4,1369375444793954323,1,3,SC,5,13
4,1362776603047165957,1,4,SC,5,13
4,1369441796925886465,1,5,SC,3,13
4,1369400194513723396,1,6,SC,5,13
4,1369048387815899139,1,7,SC,5,13
4,1369355243406954501,1,8,SC,5,13
4,1354011094751260673,1,9,SC,4,13
4,1353672852747284480,1,10,SC,4,13
4,1369458171467591683,1,1,SCSA,4,14
4,1369441382973272064,1,2,SCSA,5,14
4,1368622654870192131,1,3,SCSA,5,14
4,1352554075657801732,1,4,SCSA,1,14
4,1369226601972563972,1,5,SCSA,5,14
4,1364851499042537474,1,6,SCSA,2,14
4,1369438033892806663,1,7,SCSA,5,14
4,1369619124318580736,1,8,SCSA,5,14
4,1369495249417101312,1,9,SCSA,3,14
4,1352937076669476864,1,10,SCSA,2,14
5,1369343506939019269,1,1,B1,3,20
5,1368856158010810369,1,2,B1,5,20
5,1369590734672760836,1,3,B1,5,20
5,1369242094217404419,1,4,B1,5,20
5,1368975418741624833,1,5,B1,5,20
5,1369382939289587718,1,6,B1,5,20
5,1369517501248372738,1,7,B1,5,20
5,1369543002385956865,1,8,B1,5,20
5,1369612914982846469,1,9,B1,5,20
5,1369480643315462144,1,10,B1,5,20
5,1369351763355201542,1,1,CS,4,19
5,1370004858464534529,1,2,CS,3,19
5,1369468594891948038,1,3,CS,3,19
5,1369336610681159680,1,4,CS,5,19
5,1369503478880612357,1,5,CS,5,19
5,1369611245616250880,1,6,CS,5,19
5,1369430816389033988,1,7,CS,5,19
5,1368685627303223297,1,8,CS,3,19
5,1369377514930507782,1,9,CS,5,19
5,1369438777127624709,1,10,CS,4,19
5,1369375444793954323,1,1,SC,5,16
5,1362776603047165957,1,2,SC,5,16
5,1369441796925886465,1,3,SC,5,16
5,1369400194513723396,1,4,SC,5,16
5,1369048387815899139,1,5,SC,4,16
5,1369355243406954501,1,6,SC,5,16
5,1362074171832958980,1,7,SC,3,16
5,1369614175048249346,1,8,SC,4,16
5,1359577321695547392,1,9,SC,1,16
5,1362085735063572482,1,10,SC,1,16
5,1369292125641269258,1,1,SCSA,3,18
5,1369458171467591683,1,2,SCSA,4,18
5,1365007905318133766,1,3,SCSA,2,18
5,1361388306106318857,1,4,SCSA,2,18
5,1361701236395958278,1,5,SCSA,2,18
5,1366932843067277314,1,6,SCSA,2,18
5,1369030160943611907,1,7,SCSA,3,18
5,1366709656974942211,1,8,SCSA,3,18
5,1364579317964034050,1,9,SCSA,3,18
5,1369441382973272064,1,10,SCSA,4,18
6,1339526482142654466,1,1,B1,4,26
6,1326208392923410432,1,2,B1,4,26
6,1356659266732650498,1,3,B1,3,26
6,1357425371721965589,1,4,B1,4,26
6,1274054340517527552,1,5,B1,3,26
6,1362794394848538628,1,6,B1,5,26
6,1357736029067874305,1,7,B1,3,26
6,1367608643596783616,1,8,B1,3,26
6,1368667864803213318,1,9,B1,4,26
6,1368867018854830081,1,10,B1,5,26
6,1349775316366090242,1,1,CS,2,24
6,1219085119971000320,1,2,CS,3,24
6,1339894034781880323,1,3,CS,5,24
6,1368199950169997314,1,4,CS,5,24
6,1369559926629167104,1,5,CS,5,24
6,1204026434739691520,1,6,CS,5,24
6,1369586848163586051,1,7,CS,2,24
6,1369418972509179912,1,8,CS,3,24
6,1340053176150614025,1,9,CS,4,24
6,1197158580333535232,1,10,CS,4,24
6,1344689933978656771,1,1,SC,4,21
6,1369311531360518146,1,2,SC,5,21
6,1362083047785439239,1,3,SC,4,21
6,1337020338916499463,1,4,SC,2,21
6,1369405604595400711,1,5,SC,5,21
6,1331748997124534274,1,6,SC,4,21
6,1369298875719311360,1,7,SC,5,21
6,1355167587638906880,1,8,SC,3,21
6,1317842770816602114,1,9,SC,5,21
6,1294010972055592962,1,10,SC,3,21
6,1337022746824499203,1,1,SCSA,2,23
6,1353502767352926208,1,2,SCSA,3,23
6,1351920546011893761,1,3,SCSA,2,23
6,1365416645624143873,1,4,SCSA,3,23
6,1354118501653483523,1,5,SCSA,5,23
6,1337463904566456320,1,6,SCSA,2,23
6,1331744604891344896,1,7,SCSA,2,23
6,1339525827118194689,1,8,SCSA,5,23
6,1357375687967997959,1,9,SCSA,1,23
6,1358843515149504514,1,10,SCSA,3,23
7,1359820217090768896,1,1,B1,4,28
7,1364974104491798530,1,2,B1,4,28
7,969126955193962496,1,3,B1,3,28
7,1367244704526393349,1,4,B1,2,28
7,1369342862656221187,1,5,B1,4,28
7,1363849575279316998,1,6,B1,4,28
7,1365618942501285888,1,7,B1,5,28
7,1365376371376205838,1,8,B1,4,28
7,1368972324301602816,1,9,B1,4,28
7,1368969473651261440,1,10,B1,3,28
7,1369087867939659782,1,1,CS,3,27
7,1368234120082554894,1,2,CS,2,27
7,1368487188724350976,1,3,CS,2,27
7,1367862841907294209,1,4,CS,4,27
7,1368174374247923712,1,5,CS,3,27
7,1368501683219693570,1,6,CS,3,27
7,1368632782042333188,1,7,CS,4,27
7,1364237278516830212,1,8,CS,5,27
7,1368519774955798529,1,9,CS,4,27
7,1368216046616768513,1,10,CS,4,27
7,1368932010971004931,1,1,SC,4,22
7,1369325020258983936,1,2,SC,3,22
7,1365315820080009221,1,3,SC,4,22
7,1362776603047165957,1,4,SC,4,22
7,1368909409775149064,1,5,SC,4,22
7,1336964656792035329,1,6,SC,3,22
7,1367462925250818061,1,7,SC,5,22
7,1336810117057179649,1,8,SC,4,22
7,1365327872643260420,1,9,SC,4,22
7,1337318168277241857,1,10,SC,3,22
7,1364607745270423556,1,1,SCSA,2,25
7,1337077938076979205,1,2,SCSA,2,25
7,1369383214062665731,1,3,SCSA,3,25
7,1336793663792406530,1,4,SCSA,3,25
7,1369386818169372680,1,5,SCSA,5,25
7,1369372321736232963,1,6,SCSA,4,25
7,1367882927384768524,1,7,SCSA,4,25
7,1363551492486008834,1,8,SCSA,3,25
7,1369337343270862853,1,9,SCSA,2,25
7,1336596712857743361,1,10,SCSA,3,25
8,1368703131652005888,1,1,B1,5,121
8,1363548342832218116,1,2,B1,5,121
8,1360637255132434433,1,3,B1,4,121
8,1359964129532862464,1,4,B1,4,121
8,1349748316901310464,1,5,B1,5,121
8,1296750375114964992,1,6,B1,5,121
8,1337245958787244033,1,7,B1,5,121
8,1361140319002103813,1,8,B1,4,121
8,1369095591607865347,1,9,B1,4,121
8,1363673526096470017,1,10,B1,4,121
8,1365178104310763520,1,1,CS,4,120
8,1322209256611852294,1,2,CS,5,120
8,1318996052049973248,1,3,CS,4,120
8,1354658220585922565,1,4,CS,4,120
8,1268243264156524544,1,5,CS,4,120
8,1363674987626856448,1,6,CS,3,120
8,1334706123971162115,1,7,CS,2,120
8,1334724211689074688,1,8,CS,5,120
8,1290389884927000582,1,9,CS,5,120
8,1316909183225286657,1,10,CS,5,120
8,1362083047785439239,1,1,SC,4,118
8,1337020338916499463,1,2,SC,4,118
8,1331748997124534274,1,3,SC,4,118
8,1355167587638906880,1,4,SC,4,118
8,1294010972055592962,1,5,SC,4,118
8,1337021907464499204,1,6,SC,4,118
8,1350483251291451392,1,7,SC,5,118
8,1337022746824499203,1,8,SC,4,118
8,1334726779903168512,1,9,SC,4,118
8,1334711453211889665,1,10,SC,4,118
8,1353502767352926208,1,1,SCSA,4,119
8,1351920546011893761,1,2,SCSA,4,119
8,1365416645624143873,1,3,SCSA,4,119
8,1337463904566456320,1,4,SCSA,4,119
8,1331744604891344896,1,5,SCSA,4,119
8,1357375687967997959,1,6,SCSA,4,119
8,1358843515149504514,1,7,SCSA,4,119
8,1331741612402237443,1,8,SCSA,3,119
8,1358843677582401536,1,9,SCSA,3,119
8,1290659734639521798,1,10,SCSA,5,119
9,1292597118763319296,1,1,B1,5,32
9,1362841895030968326,1,2,B1,1,32
9,1322221808913928193,1,3,B1,2,32
9,1363548342832218116,1,4,B1,5,32
9,1322191082235506689,1,5,B1,4,32
9,1365001111946420226,1,6,B1,4,32
9,1341790679945670656,1,7,B1,4,32
9,1322229311718494210,1,8,B1,2,32
9,1337774207971684352,1,9,B1,5,32
9,1275492317013479424,1,10,B1,5,32
9,1319321276171759617,1,1,CS,5,31
9,1263620338790944769,1,2,CS,4,31
9,1338573100921794560,1,3,CS,4,31
9,1333878541398798338,1,4,CS,5,31
9,1327308553418272768,1,5,CS,3,31
9,1312391963241398272,1,6,CS,4,31
9,1361732521428275201,1,7,CS,1,31
9,1164279406057201665,1,8,CS,1,31
9,1351540224560668673,1,9,CS,3,31
9,1330972658612150272,1,10,CS,5,31
9,1273231711908872193,1,1,SC,1,29
9,1350483251291451392,1,2,SC,5,29
9,1182112257708306433,1,3,SC,1,29
9,1359597695548153864,1,4,SC,4,29
9,1364683920965578753,1,5,SC,1,29
9,1095067826061262848,1,6,SC,1,29
9,1365320876510560258,1,7,SC,4,29
9,1338584496489172992,1,8,SC,3,29
9,1336059119174897665,1,9,SC,4,29
9,1366561763962073092,1,10,SC,1,29
9,1362872757109809152,1,1,SCSA,1,30
9,1360346403873181707,1,2,SCSA,4,30
9,1333873034114064385,1,3,SCSA,5,30
9,1366115959623331844,1,4,SCSA,1,30
9,1359932980974657536,1,5,SCSA,5,30
9,1362069293790162946,1,6,SCSA,4,30
9,1364624807220948994,1,7,SCSA,1,30
9,1343729046891347968,1,8,SCSA,5,30
9,1321455751567532032,1,9,SCSA,5,30
9,1347619092417548288,1,10,SCSA,5,30
10,1368317364287180801,1,1,B1,5,36
10,1368157353695121412,1,2,B1,5,36
10,1369007428696743936,1,3,B1,5,36
10,1368241591299760129,1,4,B1,5,36
10,1368173264602869761,1,5,B1,5,36
10,1368550065502121985,1,6,B1,5,36
10,1369382325633638404,1,7,B1,5,36
10,1368645394348077067,1,8,B1,5,36
10,1368982192194519043,1,9,B1,4,36
10,1369259792892633089,1,10,B1,5,36
10,1320726746329743363,1,1,CS,5,35
10,1351594764056088577,1,2,CS,5,35
10,1365731424322478084,1,3,CS,5,35
10,1337102280059834370,1,4,CS,4,35
10,1368234120082554894,1,5,CS,5,35
10,1369087867939659782,1,6,CS,5,35
10,1352017720578105346,1,7,CS,4,35
10,1350865539091066881,1,8,CS,5,35
10,1367862841907294209,1,9,CS,4,35
10,1330948472992776193,1,10,CS,5,35
10,1368932010971004931,1,1,SC,5,33
10,1369325020258983936,1,2,SC,4,33
10,1365315820080009221,1,3,SC,4,33
10,1368909409775149064,1,4,SC,5,33
10,1350483251291451392,1,5,SC,5,33
10,1336964656792035329,1,6,SC,4,33
10,1367462925250818061,1,7,SC,4,33
10,1336810117057179649,1,8,SC,4,33
10,1365327872643260420,1,9,SC,3,33
10,1337318168277241857,1,10,SC,3,33
10,1364607745270423556,1,1,SCSA,3,34
10,1337077938076979205,1,2,SCSA,3,34
10,1369383214062665731,1,3,SCSA,4,34
10,1336793663792406530,1,4,SCSA,3,34
10,1369386818169372680,1,5,SCSA,4,34
10,1369372321736232963,1,6,SCSA,4,34
10,1367882927384768524,1,7,SCSA,5,34
10,1363551492486008834,1,8,SCSA,4,34
10,1369337343270862853,1,9,SCSA,4,34
10,1336596712857743361,1,10,SCSA,3,34
11,1360638198573981696,1,1,B1,1,300
11,1269640838205902849,1,1,B1,3,40
11,1366709249137643523,1,1,B1,5,272
11,1367946423736537089,1,2,B1,1,300
11,1363548342832218116,1,2,B1,2,40
11,1327659608903733249,1,2,B1,5,272
11,1368703131652005888,1,3,B1,2,40
11,1363548342832218116,1,3,B1,5,300
11,1292597118763319296,1,3,B1,5,272
11,1338944728969035776,1,4,B1,1,300
11,1366208806535892995,1,4,B1,5,40
11,1364598637163126785,1,4,B1,5,272
11,1345405481628684289,1,5,B1,1,300
11,1354547483083329538,1,5,B1,2,40
11,1327687747117740035,1,5,B1,5,272
11,1333406580927303682,1,6,B1,1,300
11,1359185296382779393,1,6,B1,2,40
11,1363926533652574218,1,6,B1,5,272
11,1365207153359917058,1,7,B1,1,300
11,1324713186436796417,1,7,B1,5,272
11,1353719280022343683,1,7,B1,5,40
11,1360341869478223872,1,8,B1,5,272
11,1309555054295355394,1,8,B1,5,40
11,1341035699970011136,1,8,B1,5,300
11,1360046105170485249,1,9,B1,3,40
11,1316844403797889024,1,9,B1,5,272
11,1310618458925740032,1,9,B1,5,300
11,1366833859829108738,1,10,B1,5,300
11,1330164072227094528,1,10,B1,5,40
11,1351669168987226112,1,10,B1,5,272
11,1334706123971162115,1,1,CS,1,299
11,1334601400836354048,1,1,CS,5,271
11,1347589799947984902,1,1,CS,5,39
11,1334724211689074688,1,2,CS,1,299
11,1319321276171759617,1,2,CS,5,271
11,1333492114408296449,1,2,CS,5,39
11,1358058477785120769,1,3,CS,1,299
11,1363238923879653379,1,3,CS,5,39
11,1263620338790944769,1,3,CS,5,271
11,1086268959492468742,1,4,CS,5,299
11,1316501262704144384,1,4,CS,5,39
11,1362769948691472385,1,4,CS,5,271
11,1354658220585922565,1,5,CS,1,299
11,1327642451427864577,1,5,CS,5,271
11,1330692631551234050,1,5,CS,5,39
11,1367500382717546499,1,6,CS,5,299
11,1364533279261679619,1,6,CS,5,271
11,1349370619616378880,1,6,CS,5,39
11,1316909183225286657,1,7,CS,5,299
11,1361376289475682307,1,7,CS,5,271
11,1319686215642214401,1,7,CS,5,39
11,1290389884927000582,1,8,CS,5,299
11,1238490684384071686,1,8,CS,5,271
11,1352347607855726594,1,8,CS,5,39
11,1315698359718551552,1,9,CS,5,299
11,1336325009367678977,1,9,CS,5,39
11,1304866700794363905,1,9,CS,5,271
11,1310693744056950787,1,10,CS,5,39
11,1359547910619344904,1,10,CS,5,299
11,1334534887664209922,1,10,CS,5,271
11,1366167129754537984,1,1,SC,1,297
11,1362776603047165957,1,1,SC,3,269
11,1362083047785439239,1,1,SC,5,37
11,1365113385658970113,1,2,SC,1,297
11,1350483251291451392,1,2,SC,5,269
11,1337020338916499463,1,2,SC,5,37
11,1331748997124534274,1,3,SC,3,37
11,1362083047785439239,1,3,SC,5,297
11,1359597695548153864,1,3,SC,5,269
11,1337020338916499463,1,4,SC,3,297
11,1355167587638906880,1,4,SC,3,37
11,1365320876510560258,1,4,SC,5,269
11,1331748997124534274,1,5,SC,1,297
11,1294010972055592962,1,5,SC,4,37
11,1369614175048249346,1,5,SC,5,269
11,1337021907464499204,1,6,SC,5,37
11,1355167587638906880,1,6,SC,5,297
11,1336059119174897665,1,6,SC,5,269
11,1350483251291451392,1,7,SC,5,37
11,1294010972055592962,1,7,SC,5,297
11,1342062601535164416,1,7,SC,5,269
11,1337022746824499203,1,8,SC,5,37
11,1240464261366919171,1,8,SC,5,269
11,1337021907464499204,1,8,SC,5,297
11,1359932980974657536,1,9,SC,5,269
11,1334726779903168512,1,9,SC,5,37
11,1350483251291451392,1,9,SC,5,297
11,1334711453211889665,1,10,SC,3,37
11,1369042864316026881,1,10,SC,5,269
11,1337022746824499203,1,10,SC,5,297
11,1353502767352926208,1,1,SCSA,2,38
11,1360346403873181707,1,1,SCSA,3,270
11,1354565152939544576,1,1,SCSA,4,298
11,1351920546011893761,1,2,SCSA,4,38
11,1353502767352926208,1,2,SCSA,4,298
11,1369458171467591683,1,2,SCSA,4,270
11,1351920546011893761,1,3,SCSA,2,298
11,1333873034114064385,1,3,SCSA,3,270
11,1365416645624143873,1,3,SCSA,5,38
11,1365416645624143873,1,4,SCSA,2,298
11,1337463904566456320,1,4,SCSA,5,38
11,1362069293790162946,1,4,SCSA,5,270
11,1331744604891344896,1,5,SCSA,2,38
11,1337463904566456320,1,5,SCSA,4,298
11,1321455751567532032,1,5,SCSA,5,270
11,1357375687967997959,1,6,SCSA,5,38
11,1347619092417548288,1,6,SCSA,5,270
11,1331744604891344896,1,6,SCSA,5,298
11,1358843515149504514,1,7,SCSA,2,38
11,1368622654870192131,1,7,SCSA,4,270
11,1357375687967997959,1,7,SCSA,5,298
11,1331741612402237443,1,8,SCSA,2,38
11,1358843515149504514,1,8,SCSA,3,298
11,1369226601972563972,1,8,SCSA,4,270
11,1358843677582401536,1,9,SCSA,2,38
11,1331741612402237443,1,9,SCSA,4,298
11,1320142365038817281,1,9,SCSA,5,270
11,1290659734639521798,1,10,SCSA,3,38
11,1358843677582401536,1,10,SCSA,4,298
11,1338592930022363139,1,10,SCSA,5,270
12,1365155419564351490,1,1,B1,5,320
12,1361396964227772419,1,2,B1,5,320
12,1272637078401097731,1,3,B1,5,320
12,1321919226341306368,1,4,B1,5,320
12,1364415183607586825,1,5,B1,2,320
12,1365372438578667526,1,6,B1,2,320
12,1359318229735251977,1,7,B1,3,320
12,1366804263385501696,1,8,B1,5,320
12,1343974143646044160,1,9,B1,5,320
12,1339746480014254081,1,10,B1,5,320
12,1370069387974119426,1,1,CS,5,318
12,1366121589478154243,1,2,CS,5,318
12,1359370632350208003,1,3,CS,2,318
12,1358529006967033856,1,4,CS,3,318
12,1359319030587293696,1,5,CS,3,318
12,1331282297014743042,1,6,CS,5,318
12,1369832253816246274,1,7,CS,5,318
12,1366380504736534529,1,8,CS,3,318
12,1336435104172765184,1,9,CS,3,318
12,1344852533122981888,1,10,CS,5,318
12,1349749578095075328,1,1,SC,5,313
12,1361511252103729153,1,2,SC,5,313
12,1361857937518465025,1,3,SC,5,313
12,1361586402484514816,1,4,SC,2,313
12,1361853779025403905,1,5,SC,2,313
12,1365037827298238464,1,6,SC,2,313
12,1301164188136431616,1,7,SC,5,313
12,1366910062711685124,1,8,SC,5,313
12,1365109273240473600,1,9,SC,3,313
12,1366197120064192513,1,10,SC,5,313
12,1334873913210380298,1,1,SCSA,5,316
12,1360286991011639302,1,2,SCSA,5,316
12,1354807067232489475,1,3,SCSA,5,316
12,1367532398825648130,1,4,SCSA,5,316
12,1356255352145272832,1,5,SCSA,5,316
12,1326033569555181568,1,6,SCSA,2,316
12,1365812811721543685,1,7,SCSA,3,316
12,1365784358217523201,1,8,SCSA,3,316
12,1365811680815554560,1,9,SCSA,3,316
12,1334130051554668547,1,10,SCSA,5,316
13,1285952748484083712,1,1,B1,1,57
13,1312476369830338561,1,2,B1,4,57
13,1354081977062850561,1,3,B1,3,57
13,1362949278365143050,1,4,B1,1,57
13,1365346314956005378,1,5,B1,2,57
13,1336808991792525325,1,6,B1,2,57
13,1337102429532217345,1,7,B1,4,57
13,1357343495132880897,1,8,B1,2,57
13,1327673915829866501,1,9,B1,4,57
13,1369324832702296067,1,10,B1,2,57
13,1365731424322478084,1,1,CS,5,53
13,1352017720578105346,1,2,CS,1,53
13,1350865539091066881,1,3,CS,3,53
13,1363172378843389952,1,4,CS,2,53
13,1358898413136396288,1,5,CS,4,53
13,1351594764056088577,1,6,CS,3,53
13,1369087867939659782,1,7,CS,3,53
13,1337104278398382087,1,8,CS,5,53
13,1362902698585071617,1,9,CS,5,53
13,1330948472992776193,1,10,CS,5,53
13,1366167129754537984,1,1,SC,2,42
13,1369325020258983936,1,2,SC,4,42
13,1365315820080009221,1,3,SC,4,42
13,1365113385658970113,1,4,SC,1,42
13,1362776603047165957,1,5,SC,2,42
13,1336964656792035329,1,6,SC,1,42
13,1336810117057179649,1,7,SC,4,42
13,1365327872643260420,1,8,SC,1,42
13,1337318168277241857,1,9,SC,1,42
13,1363551492486008834,1,10,SC,1,42
13,1364607745270423556,1,1,SCSA,4,47
13,1354565152939544576,1,2,SCSA,1,47
13,1337077938076979205,1,3,SCSA,3,47
13,1369383214062665731,1,4,SCSA,2,47
13,1336793663792406530,1,5,SCSA,4,47
13,1369386818169372680,1,6,SCSA,5,47
13,1369372321736232963,1,7,SCSA,1,47
13,1367882927384768524,1,8,SCSA,4,47
13,1369337343270862853,1,9,SCSA,1,47
13,1336596712857743361,1,10,SCSA,1,47
15,1365372438578667526,1,1,B1,2,319
15,1361396964227772419,1,2,B1,2,319
15,1321919226341306368,1,3,B1,2,319
15,1272637078401097731,1,4,B1,2,319
15,1364415183607586825,1,5,B1,3,319
15,1366804263385501696,1,6,B1,2,319
15,1359318229735251977,1,7,B1,4,319
15,1339746480014254081,1,8,B1,3,319
15,1343974143646044160,1,9,B1,5,319
15,1360653537781321732,1,10,B1,5,319
15,1331266330176196608,1,1,CS,3,317
15,1330905143416659975,1,2,CS,4,317
15,1362920758872133634,1,3,CS,3,317
15,1365788765957083149,1,4,CS,3,317
15,1354353736580124673,1,5,CS,4,317
15,1258809129218564098,1,6,CS,3,317
15,1303727847966674944,1,7,CS,2,317
15,1301536924067393537,1,8,CS,2,317
15,1351560050725294082,1,9,CS,2,317
15,1355549351603531783,1,10,CS,5,317
15,1366167129754537984,1,1,SC,4,314
15,1349749578095075328,1,2,SC,3,314
15,1365113385658970113,1,3,SC,3,314
15,1361511252103729153,1,4,SC,5,314
15,1361857937518465025,1,5,SC,3,314
15,1361586402484514816,1,6,SC,3,314
15,1361853779025403905,1,7,SC,5,314
15,1301164188136431616,1,8,SC,3,314
15,1365109273240473600,1,9,SC,3,314
15,1366121589478154243,1,10,SC,4,314
15,1360286991011639302,1,1,SCSA,3,315
15,1318667750408036352,1,2,SCSA,3,315
15,1364664823984779267,1,3,SCSA,4,315
15,1354565152939544576,1,4,SCSA,5,315
15,1317810926133874689,1,5,SCSA,4,315
15,1359941706951524353,1,6,SCSA,3,315
15,1349743109832372225,1,7,SCSA,4,315
15,1368297763524448256,1,8,SCSA,3,315
15,1283518830950510593,1,9,SCSA,4,315
15,1366380504736534529,1,10,SCSA,4,315
16,1367629682439454722,1,1,B1,1,58
16,1346230432036233218,1,2,B1,1,58
16,1367491019277799427,1,3,B1,5,58
16,1368144516558041088,1,4,B1,1,58
16,1369378396216692740,1,5,B1,1,58
16,1333807391079428096,1,6,B1,1,58
16,1369400158912475136,1,7,B1,1,58
16,1367269369521266691,1,8,B1,5,58
16,1367300479739441155,1,9,B1,1,58
